date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg
2019-03-06,0.2,2.0,11.0,10.0,0.036,33.0,13.0,12.0,8.7,36.0,1.0,1.0,36.0,22,11,16.5
2019-03-07,0.3,3.0,42.0,40.0,0.045,42.0,29.0,27.0,11.2,47.0,1.0,1.0,47.0,28,20,24.0
2019-03-08,0.5,6.0,53.0,50.0,0.038,35.0,66.0,56.0,29.2,87.0,5.0,7.0,87.0,39,16,27.5
2019-03-09,1.5,17.0,60.0,57.0,0.04,37.0,44.0,41.0,26.0,80.0,3.0,4.0,80.0,49,20,34.5
2019-03-10,0.2,2.0,15.0,14.0,0.043,40.0,7.0,6.0,9.3,39.0,0.0,0.0,40.0,51,37,44.0
2019-03-11,0.2,2.0,13.0,12.0,0.046,43.0,14.0,13.0,10.5,44.0,1.0,1.0,44.0,41,32,36.5
2019-03-12,0.3,3.0,50.0,47.0,0.045,42.0,18.0,17.0,10.7,45.0,0.0,0.0,47.0,43,26,34.5
2019-03-13,0.4,5.0,40.0,38.0,0.035,32.0,54.0,50.0,13.5,54.0,5.0,7.0,54.0,60,30,45.0
2019-03-14,0.4,5.0,23.0,22.0,0.036,33.0,41.0,38.0,10.7,45.0,14.0,20.0,45.0,74,52,63.0
2019-03-15,0.2,2.0,8.0,8.0,0.035,32.0,7.0,6.0,5.1,21.0,0.0,0.0,32.0,52,36,44.0
2019-03-16,0.2,2.0,5.0,5.0,0.042,39.0,6.0,6.0,4.1,17.0,0.0,0.0,39.0,38,33,35.5
2019-03-17,0.2,2.0,12.0,11.0,0.038,35.0,8.0,7.0,3.6,15.0,2.0,3.0,35.0,40,28,34.0
2019-03-18,0.4,5.0,40.0,38.0,0.037,34.0,17.0,16.0,16.3,60.0,0.0,0.0,60.0,42,26,34.0
2019-03-19,0.5,6.0,48.0,45.0,0.042,39.0,38.0,35.0,21.0,70.0,1.0,1.0,70.0,47,26,36.5
2019-03-20,0.5,6.0,43.0,41.0,0.048,44.0,38.0,35.0,16.1,59.0,8.0,11.0,59.0,53,29,41.0
2019-03-21,0.3,3.0,35.0,33.0,0.037,34.0,14.0,13.0,16.1,59.0,1.0,1.0,59.0,47,38,42.5
2019-03-22,0.2,2.0,13.0,12.0,0.036,33.0,7.0,6.0,9.1,38.0,0.0,0.0,38.0,41,31,36.0
2019-03-23,0.6,7.0,33.0,31.0,0.039,36.0,13.0,12.0,7.3,30.0,7.0,10.0,36.0,46,29,37.5
2019-03-24,1.4,16.0,35.0,33.0,0.038,35.0,32.0,30.0,16.9,61.0,15.0,21.0,61.0,58,29,43.5
2019-03-25,0.2,2.0,11.0,10.0,0.04,37.0,14.0,13.0,6.8,28.0,1.0,1.0,37.0,46,31,38.5
2019-03-26,0.3,3.0,31.0,29.0,0.038,35.0,10.0,9.0,4.3,18.0,1.0,1.0,35.0,39,30,34.5
2019-03-27,0.6,7.0,49.0,46.0,0.029,27.0,53.0,49.0,16.0,59.0,26.0,37.0,59.0,54,22,38.0
2019-03-28,0.7,8.0,39.0,37.0,0.044,41.0,53.0,49.0,17.7,63.0,13.0,19.0,63.0,65,44,54.5
2019-03-29,0.4,5.0,39.0,37.0,0.022,20.0,21.0,19.0,17.2,62.0,0.0,0.0,62.0,56,40,48.0
2019-03-30,0.5,6.0,19.0,18.0,0.038,35.0,13.0,12.0,14.6,56.0,1.0,1.0,56.0,58,33,45.5
2019-03-31,0.2,2.0,4.0,4.0,0.04,37.0,7.0,6.0,3.9,16.0,0.0,0.0,37.0,34,27,30.5
2019-04-01,0.3,3.0,26.0,25.0,0.038,35.0,19.0,18.0,5.2,22.0,1.0,1.0,35.0,41,26,33.5
2019-04-02,0.4,5.0,37.0,35.0,0.038,35.0,40.0,37.0,11.2,47.0,3.0,4.0,47.0,51,32,41.5
2019-04-03,0.4,5.0,27.0,25.0,0.042,39.0,23.0,21.0,9.0,38.0,5.0,7.0,39.0,55,39,47.0
2019-04-04,0.9,10.0,41.0,39.0,0.033,31.0,34.0,31.0,8.5,35.0,3.0,4.0,39.0,48,38,43.0
2019-04-05,0.5,6.0,45.0,42.0,0.024,22.0,29.0,27.0,15.6,58.0,2.0,3.0,58.0,60,45,52.5
2019-04-06,0.7,8.0,36.0,34.0,0.048,44.0,33.0,31.0,26.2,81.0,3.0,4.0,81.0,67,49,58.0
2019-04-07,0.6,7.0,24.0,23.0,0.043,40.0,29.0,27.0,14.4,56.0,3.0,4.0,56.0,75,48,61.5
2019-04-08,0.5,6.0,38.0,36.0,0.038,35.0,20.0,19.0,10.3,43.0,0.0,0.0,43.0,71,56,63.5
2019-04-10,0.2,2.0,10.0,9.0,0.031,29.0,8.0,7.0,4.1,17.0,0.0,0.0,29.0,47,40,43.5
2019-04-11,0.4,5.0,29.0,27.0,0.034,31.0,23.0,21.0,5.7,24.0,2.0,3.0,31.0,65,40,52.5
2019-04-12,0.5,6.0,17.0,16.0,0.042,39.0,55.0,51.0,9.4,39.0,7.0,10.0,51.0,72,55,63.5
2019-04-13,0.2,2.0,15.0,14.0,0.041,38.0,17.0,16.0,4.8,20.0,1.0,1.0,38.0,66,47,56.5
2019-04-14,0.2,2.0,12.0,11.0,0.032,30.0,9.0,8.0,5.0,21.0,1.0,1.0,30.0,71,40,55.5
2019-04-15,0.2,2.0,21.0,20.0,0.044,41.0,10.0,9.0,4.6,19.0,0.0,0.0,41.0,52,35,43.5
2019-04-16,0.5,6.0,39.0,37.0,0.039,36.0,32.0,30.0,9.3,39.0,12.0,17.0,39.0,70,38,54.0
2019-04-17,0.5,6.0,42.0,40.0,0.032,30.0,33.0,31.0,14.1,55.0,8.0,11.0,55.0,68,45,56.5
2019-04-18,0.6,7.0,17.0,16.0,0.05,46.0,33.0,31.0,10.8,45.0,7.0,10.0,46.0,78,59,68.5
2019-04-19,0.2,2.0,12.0,11.0,0.031,29.0,3.0,3.0,3.5,15.0,0.0,0.0,29.0,59,41,50.0
2019-04-20,0.3,3.0,9.0,8.0,0.034,31.0,5.0,5.0,4.0,17.0,0.0,0.0,31.0,54,42,48.0
2019-04-21,0.4,5.0,26.0,25.0,0.033,31.0,13.0,12.0,7.5,31.0,2.0,3.0,31.0,57,44,50.5
2019-04-23,0.5,6.0,29.0,27.0,0.04,37.0,36.0,33.0,9.0,38.0,3.0,4.0,38.0,73,49,61.0
2019-04-24,0.3,3.0,27.0,25.0,0.036,33.0,13.0,12.0,6.0,25.0,0.0,0.0,33.0,55,40,47.5
2019-04-25,0.4,5.0,35.0,33.0,0.029,27.0,36.0,33.0,9.0,38.0,2.0,3.0,38.0,67,48,57.5
2019-04-26,0.3,3.0,10.0,9.0,0.046,43.0,10.0,9.0,8.6,36.0,0.0,0.0,43.0,62,49,55.5
2019-04-27,0.2,2.0,11.0,10.0,0.042,39.0,7.0,6.0,4.6,19.0,0.0,0.0,39.0,53,43,48.0
2019-04-28,0.2,2.0,12.0,11.0,0.043,40.0,7.0,6.0,5.1,21.0,0.0,0.0,40.0,52,41,46.5
2019-04-29,0.3,3.0,39.0,37.0,0.03,28.0,23.0,21.0,8.9,37.0,1.0,1.0,37.0,56,39,47.5
2019-04-30,0.3,3.0,19.0,18.0,0.026,24.0,12.0,11.0,9.7,40.0,0.0,0.0,40.0,53,43,48.0
2019-05-01,0.3,3.0,32.0,30.0,0.041,38.0,27.0,25.0,9.2,38.0,1.0,1.0,38.0,83,46,64.5
2019-05-02,0.4,5.0,30.0,28.0,0.03,28.0,16.0,15.0,9.4,39.0,0.0,0.0,39.0,70,51,60.5
2019-05-04,0.3,3.0,14.0,13.0,0.024,22.0,8.0,7.0,8.4,35.0,0.0,0.0,35.0,52,45,48.5
2019-05-05,0.4,5.0,34.0,32.0,0.033,31.0,14.0,13.0,9.5,40.0,0.0,0.0,40.0,62,48,55.0
2019-05-06,0.6,7.0,30.0,28.0,0.058,61.0,48.0,44.0,13.0,53.0,5.0,7.0,61.0,76,47,61.5
2019-05-07,0.3,3.0,11.0,10.0,0.032,30.0,12.0,11.0,6.5,27.0,0.0,0.0,30.0,65,47,56.0
2019-05-08,0.4,5.0,27.0,25.0,0.03,28.0,21.0,19.0,6.9,29.0,4.0,6.0,29.0,65,47,56.0
2019-05-09,0.4,5.0,19.0,18.0,0.038,35.0,62.0,54.0,11.5,48.0,5.0,7.0,54.0,78,63,70.5
2019-05-10,0.3,3.0,28.0,26.0,0.034,31.0,11.0,10.0,4.8,20.0,0.0,0.0,31.0,66,44,55.0
2019-05-12,0.2,2.0,13.0,12.0,0.027,25.0,7.0,6.0,4.9,20.0,0.0,0.0,25.0,54,46,50.0
2019-05-13,0.2,2.0,10.0,9.0,0.037,34.0,7.0,6.0,5.0,21.0,1.0,1.0,34.0,50,45,47.5
2019-05-14,0.3,3.0,29.0,27.0,0.049,45.0,15.0,14.0,7.0,29.0,0.0,0.0,45.0,64,44,54.0
2019-05-15,0.4,5.0,23.0,22.0,0.056,54.0,26.0,24.0,8.8,37.0,1.0,1.0,54.0,73,46,59.5
2019-05-21,0.3,3.0,21.0,20.0,0.026,24.0,10.0,9.0,4.1,17.0,0.0,0.0,24.0,60,45,52.5
2019-05-22,0.4,5.0,33.0,31.0,0.039,36.0,58.0,52.0,15.5,58.0,4.0,6.0,58.0,79,53,66.0
2019-05-23,0.5,6.0,21.0,20.0,0.051,47.0,26.0,24.0,10.3,43.0,1.0,1.0,47.0,84,65,74.5
2019-05-24,0.3,3.0,17.0,16.0,0.037,34.0,18.0,17.0,8.0,33.0,0.0,0.0,34.0,73,52,62.5
2019-05-25,0.4,5.0,13.0,12.0,0.046,43.0,39.0,36.0,15.3,58.0,0.0,0.0,58.0,92,63,77.5
2019-05-26,0.2,2.0,8.0,8.0,0.036,33.0,14.0,13.0,8.1,34.0,0.0,0.0,34.0,77,57,67.0
2019-05-27,0.3,3.0,18.0,17.0,0.034,31.0,10.0,9.0,7.4,31.0,0.0,0.0,31.0,71,52,61.5
2019-05-28,0.5,6.0,20.0,19.0,0.043,40.0,25.0,23.0,16.2,60.0,0.0,0.0,60.0,86,64,75.0
2019-06-01,0.4,5.0,11.0,10.0,0.05,46.0,22.0,20.0,11.8,49.0,1.0,1.0,49.0,84,62,73.0
2019-06-02,0.3,3.0,13.0,12.0,0.04,37.0,13.0,12.0,13.1,53.0,0.0,0.0,53.0,68,57,62.5
2019-06-04,0.3,3.0,27.0,25.0,0.052,48.0,47.0,44.0,13.2,53.0,2.0,3.0,53.0,75,50,62.5
2019-06-05,0.4,5.0,21.0,20.0,0.045,42.0,26.0,24.0,19.2,66.0,1.0,1.0,66.0,77,63,70.0
2019-06-06,0.2,2.0,16.0,15.0,0.035,32.0,15.0,14.0,15.8,59.0,0.0,0.0,59.0,70,58,64.0
2019-06-07,0.5,6.0,34.0,32.0,0.047,44.0,23.0,21.0,17.9,63.0,0.0,0.0,63.0,74,55,64.5
2019-06-08,0.2,2.0,21.0,20.0,0.045,42.0,17.0,16.0,8.5,35.0,0.0,0.0,42.0,83,64,73.5
2019-06-09,0.2,2.0,6.0,6.0,0.044,41.0,25.0,23.0,9.0,38.0,1.0,1.0,41.0,83,70,76.5
2019-06-10,0.3,3.0,17.0,16.0,0.029,27.0,18.0,17.0,7.9,33.0,0.0,0.0,33.0,75,56,65.5
2019-06-11,0.2,2.0,23.0,22.0,0.045,42.0,17.0,16.0,4.2,18.0,1.0,1.0,42.0,75,50,62.5
2019-06-12,0.3,3.0,26.0,25.0,0.051,47.0,48.0,44.0,13.6,54.0,4.0,6.0,54.0,77,55,66.0
2019-06-13,0.3,3.0,18.0,17.0,0.039,36.0,12.0,11.0,10.6,44.0,1.0,1.0,44.0,70,56,63.0
2019-06-14,0.2,2.0,16.0,15.0,0.042,39.0,12.0,11.0,5.9,25.0,3.0,4.0,39.0,74,50,62.0
2019-06-15,0.2,2.0,12.0,11.0,0.037,34.0,16.0,15.0,10.5,44.0,4.0,6.0,44.0,70,64,67.0
2019-06-16,0.2,2.0,13.0,12.0,0.026,24.0,8.0,7.0,8.7,36.0,0.0,0.0,36.0,74,60,67.0
2019-06-17,0.3,3.0,19.0,18.0,0.03,28.0,14.0,13.0,12.2,51.0,0.0,0.0,51.0,71,62,66.5
2019-06-18,0.3,3.0,29.0,27.0,0.042,39.0,17.0,16.0,11.2,47.0,0.0,0.0,47.0,76,63,69.5
2019-06-19,0.4,5.0,35.0,33.0,0.045,42.0,25.0,23.0,17.5,62.0,0.0,0.0,62.0,79,60,69.5
2019-06-20,0.3,3.0,23.0,22.0,0.034,31.0,13.0,12.0,13.9,55.0,0.0,0.0,55.0,71,61,66.0
2019-06-21,0.2,2.0,19.0,18.0,0.041,38.0,15.0,14.0,5.7,24.0,1.0,1.0,38.0,76,59,67.5
2019-06-22,0.3,3.0,20.0,19.0,0.028,26.0,12.0,11.0,5.9,25.0,0.0,0.0,26.0,75,55,65.0
2019-06-23,0.4,5.0,20.0,19.0,0.046,43.0,23.0,21.0,12.7,52.0,4.0,6.0,52.0,82,53,67.5
2019-06-24,0.3,3.0,14.0,13.0,0.04,37.0,34.0,31.0,9.4,39.0,2.0,3.0,39.0,85,70,77.5
2019-06-25,0.2,2.0,15.0,14.0,0.054,50.0,16.0,15.0,2.8,12.0,0.0,0.0,50.0,85,66,75.5
2019-06-26,0.2,2.0,41.0,39.0,0.062,74.0,36.0,33.0,7.6,32.0,2.0,3.0,74.0,89,70,79.5
2019-06-27,0.6,7.0,36.0,34.0,0.057,58.0,50.0,46.0,14.6,56.0,0.0,0.0,58.0,88,69,78.5
2019-06-28,0.4,5.0,30.0,28.0,0.066,87.0,44.0,41.0,18.9,65.0,2.0,3.0,87.0,90,68,79.0
2019-06-29,0.2,2.0,15.0,14.0,0.068,93.0,22.0,20.0,10.0,42.0,0.0,0.0,93.0,89,71,80.0
2019-06-30,0.4,5.0,16.0,15.0,0.036,33.0,12.0,11.0,7.3,30.0,0.0,0.0,33.0,80,66,73.0
2019-07-04,0.4,5.0,17.0,16.0,0.048,44.0,30.0,28.0,28.1,85.0,0.0,0.0,85.0,88,73,80.5
2019-07-05,0.5,6.0,21.0,20.0,0.045,42.0,36.0,33.0,17.8,63.0,4.0,6.0,63.0,92,74,83.0
2019-07-06,0.4,5.0,20.0,19.0,0.058,61.0,21.0,19.0,13.9,55.0,1.0,1.0,61.0,90,73,81.5
2019-07-07,0.3,3.0,6.0,6.0,0.031,29.0,15.0,14.0,9.9,41.0,0.0,0.0,41.0,82,72,77.0
2019-07-08,0.2,2.0,15.0,14.0,0.032,30.0,13.0,12.0,4.4,18.0,0.0,0.0,30.0,79,66,72.5
2019-07-09,0.3,3.0,19.0,18.0,0.044,41.0,20.0,19.0,7.1,30.0,1.0,1.0,41.0,83,58,70.5
2019-07-10,0.5,6.0,23.0,22.0,0.066,87.0,45.0,42.0,16.7,61.0,2.0,3.0,87.0,93,70,81.5
2019-07-11,0.4,5.0,22.0,21.0,0.058,61.0,26.0,24.0,9.8,41.0,1.0,1.0,61.0,89,71,80.0
2019-07-12,0.4,5.0,26.0,25.0,0.041,38.0,14.0,13.0,5.1,21.0,0.0,0.0,38.0,79,65,72.0
2019-07-13,0.5,6.0,22.0,21.0,0.067,90.0,41.0,38.0,14.8,57.0,4.0,6.0,90.0,92,63,77.5
2019-07-14,0.4,5.0,23.0,22.0,0.042,39.0,11.0,10.0,5.0,21.0,2.0,3.0,39.0,82,65,73.5
2019-07-15,0.4,5.0,24.0,23.0,0.065,84.0,47.0,44.0,13.4,54.0,4.0,6.0,84.0,92,61,76.5
2019-07-16,0.3,3.0,16.0,15.0,0.034,31.0,26.0,24.0,8.6,36.0,0.0,0.0,36.0,89,73,81.0
2019-07-17,0.3,3.0,13.0,12.0,0.037,34.0,14.0,13.0,4.4,18.0,0.0,0.0,34.0,84,72,78.0
2019-07-18,0.4,5.0,22.0,21.0,0.053,49.0,27.0,25.0,9.0,38.0,6.0,9.0,49.0,90,69,79.5
2019-07-21,0.2,2.0,9.0,8.0,0.045,42.0,10.0,9.0,4.2,18.0,1.0,1.0,42.0,88,70,79.0
2019-07-23,0.1,1.0,7.0,7.0,0.045,42.0,10.0,9.0,4.7,20.0,3.0,4.0,42.0,77,65,71.0
2019-07-24,0.2,2.0,21.0,20.0,0.039,36.0,13.0,12.0,6.1,25.0,1.0,1.0,36.0,76,62,69.0
2019-07-25,0.4,5.0,25.0,24.0,0.048,44.0,37.0,34.0,10.8,45.0,2.0,3.0,45.0,82,60,71.0
2019-07-26,0.5,6.0,26.0,25.0,0.058,61.0,43.0,40.0,18.2,64.0,8.0,11.0,64.0,84,62,73.0
2019-07-27,0.4,5.0,23.0,22.0,0.056,54.0,33.0,31.0,23.3,75.0,3.0,4.0,75.0,87,65,76.0
2019-07-28,0.2,2.0,4.0,4.0,0.056,54.0,22.0,20.0,14.9,57.0,1.0,1.0,57.0,89,73,81.0
2019-07-29,0.3,3.0,10.0,9.0,0.051,47.0,29.0,27.0,14.1,55.0,1.0,1.0,55.0,90,72,81.0
2019-07-30,0.3,3.0,26.0,25.0,0.044,41.0,23.0,21.0,6.6,28.0,1.0,1.0,41.0,85,71,78.0
2019-08-06,0.4,5.0,24.0,23.0,0.044,41.0,26.0,24.0,11.6,48.0,1.0,1.0,48.0,88,69,78.5
2019-08-08,0.3,3.0,17.0,16.0,0.043,40.0,16.0,15.0,7.4,31.0,2.0,3.0,40.0,83,67,75.0
2019-08-09,0.3,3.0,8.0,8.0,0.04,37.0,10.0,9.0,4.6,19.0,1.0,1.0,37.0,80,62,71.0
2019-08-10,0.3,3.0,23.0,22.0,0.039,36.0,16.0,15.0,5.7,24.0,2.0,3.0,36.0,79,61,70.0
2019-08-11,0.3,3.0,16.0,15.0,0.054,50.0,25.0,23.0,12.0,50.0,6.0,9.0,50.0,83,59,71.0
2019-08-12,0.5,6.0,29.0,27.0,0.045,42.0,46.0,43.0,13.0,53.0,4.0,6.0,53.0,82,65,73.5
2019-08-13,0.5,6.0,20.0,19.0,0.049,45.0,22.0,20.0,14.5,56.0,1.0,1.0,56.0,78,70,74.0
2019-08-14,0.3,3.0,12.0,11.0,0.038,35.0,18.0,17.0,8.9,37.0,1.0,1.0,37.0,81,65,73.0
2019-08-15,0.4,5.0,24.0,23.0,0.041,38.0,29.0,27.0,12.2,51.0,2.0,3.0,51.0,83,65,74.0
2019-08-16,0.3,3.0,22.0,21.0,0.049,45.0,20.0,19.0,12.2,51.0,3.0,4.0,51.0,82,69,75.5
2019-08-17,0.4,5.0,29.0,27.0,0.048,44.0,27.0,25.0,13.3,54.0,14.0,20.0,54.0,87,69,78.0
2019-08-18,0.4,5.0,16.0,15.0,0.047,44.0,20.0,19.0,9.4,39.0,3.0,4.0,44.0,91,68,79.5
2019-08-19,0.3,3.0,22.0,21.0,0.052,48.0,13.0,12.0,4.0,17.0,2.0,3.0,48.0,84,66,75.0
2019-08-20,0.4,5.0,30.0,28.0,0.056,54.0,34.0,31.0,11.8,49.0,2.0,3.0,54.0,90,68,79.0
2019-08-21,0.2,2.0,13.0,12.0,0.049,45.0,17.0,16.0,9.3,39.0,2.0,3.0,45.0,86,72,79.0
2019-08-22,0.3,3.0,15.0,14.0,0.026,24.0,7.0,6.0,5.0,21.0,1.0,1.0,24.0,76,65,70.5
2019-08-23,0.3,3.0,15.0,14.0,0.028,26.0,7.0,6.0,3.2,13.0,1.0,1.0,26.0,75,62,68.5
2019-08-24,0.3,3.0,12.0,11.0,0.029,27.0,7.0,6.0,4.3,18.0,1.0,1.0,27.0,74,62,68.0
2019-08-25,0.2,2.0,8.0,8.0,0.042,39.0,11.0,10.0,4.5,19.0,1.0,1.0,39.0,79,58,68.5
2019-08-26,0.3,3.0,13.0,12.0,0.039,36.0,30.0,28.0,7.6,32.0,1.0,1.0,36.0,80,62,71.0
2019-09-06,0.5,6.0,30.0,28.0,0.044,41.0,45.0,42.0,12.6,52.0,5.0,7.0,52.0,76,50,63.0
2019-09-07,0.4,5.0,30.0,28.0,0.042,39.0,25.0,23.0,12.7,52.0,1.0,1.0,52.0,76,60,68.0
2019-09-08,0.3,3.0,18.0,17.0,0.027,25.0,13.0,12.0,6.4,27.0,0.0,0.0,27.0,75,61,68.0
2019-09-09,0.2,2.0,18.0,17.0,0.03,28.0,17.0,16.0,6.1,25.0,0.0,0.0,28.0,78,61,69.5
2019-09-14,0.3,3.0,21.0,20.0,0.04,37.0,18.0,17.0,2.8,12.0,2.0,3.0,37.0,78,62,70.0
2019-09-15,0.4,5.0,19.0,18.0,0.031,29.0,40.0,37.0,11.8,49.0,11.0,16.0,49.0,77,59,68.0
2019-09-16,0.3,3.0,24.0,23.0,0.043,40.0,24.0,22.0,8.6,36.0,2.0,3.0,40.0,81,65,73.0
2019-09-17,0.3,3.0,14.0,13.0,0.035,32.0,14.0,13.0,5.2,22.0,0.0,0.0,32.0,77,63,70.0
2019-09-18,0.2,2.0,27.0,25.0,0.042,39.0,28.0,26.0,6.4,27.0,3.0,4.0,39.0,81,59,70.0
2019-09-19,0.3,3.0,23.0,22.0,0.054,50.0,47.0,44.0,11.8,49.0,3.0,4.0,50.0,82,59,70.5
2019-09-20,0.3,3.0,23.0,22.0,0.055,51.0,49.0,45.0,16.3,60.0,3.0,4.0,60.0,87,61,74.0
2019-09-21,0.4,5.0,23.0,22.0,0.065,84.0,52.0,48.0,32.0,93.0,5.0,7.0,93.0,90,66,78.0
2019-09-22,0.3,3.0,16.0,15.0,0.057,58.0,43.0,40.0,16.1,59.0,1.0,1.0,59.0,91,72,81.5
2019-09-23,0.2,2.0,8.0,8.0,0.04,37.0,14.0,13.0,5.1,21.0,0.0,0.0,37.0,80,66,73.0
2019-09-24,0.3,3.0,32.0,30.0,0.039,36.0,15.0,14.0,4.0,17.0,2.0,3.0,36.0,79,54,66.5
2019-09-25,0.3,3.0,27.0,25.0,0.05,46.0,49.0,45.0,9.2,38.0,6.0,9.0,46.0,83,57,70.0
2019-09-26,0.2,2.0,31.0,29.0,0.04,37.0,19.0,18.0,5.9,25.0,1.0,1.0,37.0,75,51,63.0
2019-09-27,0.4,5.0,29.0,27.0,0.049,45.0,50.0,46.0,9.9,41.0,20.0,29.0,46.0,85,48,66.5
2019-09-28,0.2,2.0,18.0,17.0,0.041,38.0,15.0,14.0,4.1,17.0,2.0,3.0,38.0,84,66,75.0
2019-09-29,0.2,2.0,15.0,14.0,0.028,26.0,9.0,8.0,3.6,15.0,0.0,0.0,26.0,72,65,68.5
2019-09-30,0.4,5.0,19.0,18.0,0.037,34.0,27.0,25.0,11.6,48.0,2.0,3.0,48.0,85,66,75.5
2019-10-02,0.2,2.0,18.0,17.0,0.026,24.0,21.0,19.0,7.9,33.0,1.0,1.0,33.0,84,64,74.0
2019-10-03,0.4,5.0,10.0,9.0,0.022,20.0,15.0,14.0,10.2,43.0,0.0,0.0,43.0,84,62,73.0
2019-10-04,0.2,2.0,7.0,7.0,0.025,23.0,5.0,5.0,3.3,14.0,0.0,0.0,23.0,63,51,57.0
2019-10-06,0.3,3.0,10.0,9.0,0.037,34.0,19.0,18.0,8.8,37.0,6.0,9.0,37.0,75,59,67.0
2019-10-07,0.3,3.0,22.0,21.0,0.019,18.0,16.0,15.0,7.3,30.0,0.0,0.0,30.0,65,50,57.5
2019-10-08,0.4,5.0,16.0,15.0,0.034,31.0,28.0,26.0,12.0,50.0,5.0,7.0,50.0,72,43,57.5
2019-10-10,0.3,3.0,26.0,25.0,0.034,31.0,32.0,30.0,8.2,34.0,2.0,3.0,34.0,77,46,61.5
2019-10-11,0.3,3.0,24.0,23.0,0.043,40.0,46.0,43.0,9.7,40.0,1.0,1.0,43.0,82,60,71.0
2019-10-12,0.4,5.0,15.0,14.0,0.032,30.0,8.0,7.0,6.0,25.0,11.0,16.0,30.0,66,43,54.5
2019-10-13,0.4,5.0,14.0,13.0,0.041,38.0,11.0,10.0,3.7,15.0,0.0,0.0,38.0,68,43,55.5
2019-10-14,0.2,2.0,21.0,20.0,0.028,26.0,16.0,15.0,5.0,21.0,0.0,0.0,26.0,58,42,50.0
2019-10-23,0.2,2.0,11.0,10.0,0.032,30.0,21.0,19.0,9.3,39.0,5.0,7.0,39.0,62,45,53.5
2019-10-25,0.3,3.0,27.0,25.0,0.026,24.0,30.0,28.0,20.9,70.0,2.0,3.0,70.0,57,43,50.0
2019-10-26,0.5,6.0,20.0,19.0,0.027,25.0,16.0,15.0,18.6,65.0,0.0,0.0,65.0,58,42,50.0
2019-10-30,0.4,5.0,19.0,18.0,0.009,8.0,17.0,16.0,15.4,58.0,0.0,0.0,58.0,64,52,58.0
2019-10-31,0.3,3.0,15.0,14.0,0.021,19.0,9.0,8.0,12.3,51.0,0.0,0.0,51.0,65,36,50.5
2019-11-01,0.3,3.0,22.0,21.0,0.021,19.0,13.0,12.0,12.4,52.0,0.0,0.0,52.0,41,31,36.0
2019-11-02,0.3,3.0,18.0,17.0,0.023,21.0,13.0,12.0,17.7,63.0,6.0,9.0,63.0,47,33,40.0
2019-11-03,0.2,2.0,14.0,13.0,0.026,24.0,9.0,8.0,10.3,43.0,1.0,1.0,43.0,48,34,41.0
2019-11-04,0.3,3.0,22.0,21.0,0.032,30.0,29.0,27.0,12.0,50.0,8.0,11.0,50.0,59,43,51.0
2019-11-05,0.2,2.0,20.0,19.0,0.029,27.0,14.0,13.0,12.7,52.0,0.0,0.0,52.0,53,34,43.5
2019-11-12,0.2,2.0,7.0,7.0,0.031,29.0,12.0,11.0,2.3,10.0,0.0,0.0,29.0,33,22,27.5
2019-11-13,0.4,5.0,18.0,17.0,0.029,27.0,18.0,17.0,6.4,27.0,5.0,7.0,27.0,28,13,20.5
2019-11-14,0.4,5.0,20.0,19.0,0.022,20.0,17.0,16.0,11.8,49.0,1.0,1.0,49.0,37,27,32.0
2019-11-15,0.3,3.0,14.0,13.0,0.032,30.0,17.0,16.0,18.1,64.0,2.0,3.0,64.0,38,29,33.5
2019-11-16,0.3,3.0,23.0,22.0,0.036,33.0,8.0,7.0,3.1,13.0,0.0,0.0,33.0,40,30,35.0
2019-11-17,0.3,3.0,18.0,17.0,0.03,28.0,18.0,17.0,8.5,35.0,3.0,4.0,35.0,49,27,38.0
2019-11-18,0.7,8.0,33.0,31.0,0.015,14.0,31.0,29.0,12.4,52.0,2.0,3.0,52.0,53,33,43.0
2019-11-19,0.7,8.0,26.0,25.0,0.004,4.0,22.0,20.0,33.3,96.0,0.0,0.0,96.0,43,30,36.5
2019-11-22,0.3,3.0,24.0,23.0,0.02,19.0,9.0,8.0,5.0,21.0,0.0,0.0,23.0,53,27,40.0
2019-11-23,0.3,3.0,23.0,22.0,0.017,16.0,20.0,19.0,10.7,45.0,4.0,6.0,45.0,46,23,34.5
2019-11-24,0.3,3.0,8.0,8.0,0.022,20.0,11.0,10.0,13.3,54.0,2.0,3.0,54.0,45,30,37.5
2019-11-25,0.3,3.0,23.0,22.0,0.027,25.0,24.0,22.0,12.5,52.0,3.0,4.0,52.0,56,40,48.0
2019-11-26,0.4,5.0,30.0,28.0,0.024,22.0,25.0,23.0,11.0,46.0,1.0,1.0,46.0,61,44,52.5
2019-11-27,0.3,3.0,18.0,17.0,0.023,21.0,22.0,20.0,5.8,24.0,2.0,3.0,24.0,60,39,49.5
2019-11-28,0.2,2.0,3.0,3.0,0.029,27.0,7.0,6.0,1.5,6.0,0.0,0.0,27.0,41,36,38.5
2019-11-29,0.2,2.0,13.0,12.0,0.026,24.0,9.0,8.0,4.0,17.0,1.0,1.0,24.0,38,36,37.0
2019-11-30,0.2,2.0,11.0,10.0,0.023,21.0,9.0,8.0,7.1,30.0,0.0,0.0,30.0,43,35,39.0
