"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/17/2019","AQS","390350065","1","0","ppb","0","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/18/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/19/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/20/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/21/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/22/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/23/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/24/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/25/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/26/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/27/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/28/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/29/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/30/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"03/31/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/01/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/02/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/03/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/04/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/05/2019","AQS","390350065","1","15","ppb","21","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/06/2019","AQS","390350065","1","9","ppb","13","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/07/2019","AQS","390350065","1","12","ppb","17","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/08/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/09/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/10/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/11/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/12/2019","AQS","390350065","1","15","ppb","21","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/13/2019","AQS","390350065","1","9","ppb","13","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/14/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/15/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/16/2019","AQS","390350065","1","9","ppb","13","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/17/2019","AQS","390350065","1","43","ppb","60","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/18/2019","AQS","390350065","1","10","ppb","14","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/19/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/20/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/21/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/22/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/23/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/24/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/25/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/26/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/27/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/28/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/29/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"04/30/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/01/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/02/2019","AQS","390350065","1","14","ppb","20","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/03/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/04/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/05/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/06/2019","AQS","390350065","1","9","ppb","13","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/07/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/08/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/09/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/10/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/11/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/12/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/13/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/14/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/15/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/16/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/17/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/18/2019","AQS","390350065","1","10","ppb","14","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/19/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/20/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/21/2019","AQS","390350065","1","9","ppb","13","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/22/2019","AQS","390350065","1","10","ppb","14","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/24/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/25/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/26/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/27/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/28/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/29/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/30/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"05/31/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/01/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/02/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/03/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/04/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/05/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/06/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/07/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/08/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/09/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/10/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/11/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/12/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/13/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/14/2019","AQS","390350065","1","0","ppb","0","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/15/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/16/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/17/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/18/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/19/2019","AQS","390350065","1","12","ppb","17","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/20/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/21/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/22/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/23/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/24/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/25/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/26/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/27/2019","AQS","390350065","1","7","ppb","10","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/28/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/29/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"06/30/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/01/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/02/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/03/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/04/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/05/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/06/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/07/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/08/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/09/2019","AQS","390350065","1","8","ppb","11","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/10/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/11/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/12/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/13/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/14/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/15/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/16/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/17/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","23","96.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/18/2019","AQS","390350065","1","6","ppb","9","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/19/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/20/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/21/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/22/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/23/2019","AQS","390350065","1","1","ppb","1","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/24/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","22","92.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/25/2019","AQS","390350065","1","13","ppb","19","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/26/2019","AQS","390350065","1","4","ppb","6","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/27/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/28/2019","AQS","390350065","1","3","ppb","4","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/29/2019","AQS","390350065","1","2","ppb","3","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
"07/30/2019","AQS","390350065","1","5","ppb","7","Harvard Yards","24","100.0000","42401","Sulfur dioxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4466244","-81.6623559"
