date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,pct_change_aqi,month,weekday
2017-12-16,0.5,6.0,29.0,27.0,0.021,19.0,16.0,15.0,8.8,37.0,1.0,1.0,37.0,41,27,34.0,-0.31481481481481477,12,5
2017-12-17,0.7,8.0,31.0,29.0,0.014,13.0,24.0,22.0,25.1,78.0,2.0,3.0,78.0,39,23,31.0,1.108108108108108,12,6
2017-12-18,0.3,3.0,16.0,15.0,0.02,19.0,12.0,11.0,10.9,45.0,0.0,0.0,45.0,45,38,41.5,-0.42307692307692313,12,0
2017-12-19,0.2,2.0,12.0,11.0,0.024,22.0,17.0,16.0,10.8,45.0,0.0,0.0,45.0,52,37,44.5,0.0,12,1
2017-12-20,0.3,3.0,36.0,34.0,0.029,27.0,23.0,21.0,2.8,12.0,0.0,0.0,34.0,40,26,33.0,-0.24444444444444446,12,2
2017-12-21,0.3,3.0,27.0,25.0,0.016,15.0,19.0,18.0,3.3,14.0,0.0,0.0,25.0,39,30,34.5,-0.2647058823529411,12,3
2017-12-22,0.5,6.0,27.0,25.0,0.009,8.0,20.0,19.0,14.4,56.0,1.0,1.0,56.0,43,37,40.0,1.2400000000000002,12,4
2017-12-23,0.5,6.0,18.0,17.0,0.022,20.0,6.0,6.0,7.6,32.0,0.0,0.0,32.0,39,29,34.0,-0.4285714285714286,12,5
2017-12-24,0.3,3.0,28.0,26.0,0.025,23.0,9.0,8.0,12.4,52.0,0.0,0.0,52.0,33,27,30.0,0.625,12,6
2017-12-25,0.3,3.0,8.0,8.0,0.032,30.0,11.0,10.0,4.7,20.0,0.0,0.0,30.0,28,13,20.5,-0.42307692307692313,12,0
2017-12-26,0.2,2.0,13.0,12.0,0.03,28.0,14.0,13.0,6.6,28.0,0.0,0.0,28.0,15,9,12.0,-0.06666666666666665,12,1
2017-12-27,0.3,3.0,29.0,27.0,0.025,23.0,10.0,9.0,12.1,51.0,1.0,1.0,51.0,13,4,8.5,0.8214285714285714,12,2
2017-12-28,0.3,3.0,31.0,29.0,0.019,18.0,15.0,14.0,11.9,50.0,2.0,3.0,50.0,18,7,12.5,-0.019607843137254943,12,3
2017-12-29,0.3,3.0,19.0,18.0,0.022,20.0,14.0,13.0,15.8,59.0,1.0,1.0,59.0,19,14,16.5,0.17999999999999994,12,4
2017-12-30,0.2,2.0,16.0,15.0,0.032,30.0,8.0,7.0,10.3,43.0,0.0,0.0,43.0,18,14,16.0,-0.27118644067796616,12,5
2017-12-31,0.3,3.0,27.0,25.0,,,12.0,11.0,4.4,18.0,1.0,1.0,25.0,19,3,11.0,-0.41860465116279066,12,6
2018-01-01,,,27.0,25.0,0.031,29.0,11.0,10.0,13.8,55.0,0.0,0.0,55.0,12,0,6.0,1.2000000000000002,1,0
2018-01-02,0.2,2.0,14.0,13.0,0.032,30.0,17.0,16.0,6.8,28.0,0.0,0.0,30.0,14,5,9.5,-0.4545454545454546,1,1
2018-01-03,,,34.0,32.0,0.027,25.0,31.0,29.0,13.6,54.0,3.0,4.0,54.0,21,4,12.5,0.8,1,2
2018-01-04,0.2,2.0,14.0,13.0,0.034,31.0,14.0,13.0,2.8,12.0,0.0,0.0,31.0,19,4,11.5,-0.42592592592592593,1,3
2018-01-05,0.3,3.0,12.0,11.0,0.031,29.0,17.0,16.0,0.7,3.0,0.0,0.0,29.0,10,-2,4.0,-0.06451612903225812,1,4
2018-01-06,0.3,3.0,29.0,27.0,0.033,31.0,15.0,14.0,1.4,6.0,0.0,0.0,31.0,12,-1,5.5,0.06896551724137923,1,5
2018-01-07,0.4,5.0,34.0,32.0,0.026,24.0,28.0,26.0,12.1,51.0,13.0,19.0,51.0,31,-5,13.0,0.6451612903225807,1,6
2018-01-08,0.4,5.0,14.0,13.0,0.021,19.0,12.0,11.0,6.0,25.0,2.0,3.0,25.0,37,31,34.0,-0.5098039215686274,1,0
2018-01-09,0.6,7.0,37.0,35.0,0.018,17.0,15.0,14.0,23.2,74.0,1.0,1.0,74.0,35,25,30.0,1.96,1,1
2018-01-10,0.6,7.0,29.0,27.0,0.017,16.0,18.0,17.0,21.5,71.0,0.0,0.0,71.0,54,25,39.5,-0.04054054054054057,1,2
2018-01-11,0.5,6.0,25.0,24.0,0.018,17.0,18.0,17.0,4.2,18.0,2.0,3.0,24.0,62,53,57.5,-0.6619718309859155,1,3
2018-01-12,0.3,3.0,14.0,13.0,0.037,34.0,9.0,8.0,0.7,3.0,0.0,0.0,34.0,60,20,40.0,0.41666666666666674,1,4
2018-01-13,0.2,2.0,6.0,6.0,0.034,31.0,7.0,6.0,0.4,2.0,0.0,0.0,31.0,20,16,18.0,-0.08823529411764708,1,5
2018-01-14,0.3,3.0,30.0,28.0,0.029,27.0,12.0,11.0,6.8,28.0,1.0,1.0,28.0,19,10,14.5,-0.09677419354838712,1,6
2018-01-15,0.4,5.0,36.0,34.0,0.018,17.0,18.0,17.0,10.7,45.0,1.0,1.0,45.0,28,9,18.5,0.6071428571428572,1,0
2018-01-16,0.5,6.0,,,0.022,20.0,15.0,14.0,14.5,56.0,0.0,0.0,56.0,26,3,14.5,0.24444444444444446,1,1
2018-01-17,0.3,3.0,21.0,20.0,0.026,24.0,16.0,15.0,19.0,66.0,0.0,0.0,66.0,20,2,11.0,0.1785714285714286,1,2
2018-01-18,0.2,2.0,15.0,14.0,0.03,28.0,19.0,18.0,13.7,54.0,1.0,1.0,54.0,31,14,22.5,-0.18181818181818177,1,3
2018-01-19,0.3,3.0,22.0,21.0,0.035,32.0,24.0,22.0,13.8,55.0,2.0,3.0,55.0,39,23,31.0,0.0185185185185186,1,4
2018-01-20,0.3,3.0,20.0,19.0,0.036,33.0,18.0,17.0,8.1,34.0,1.0,1.0,34.0,43,36,39.5,-0.38181818181818183,1,5
2018-01-21,0.5,6.0,24.0,23.0,0.019,18.0,22.0,20.0,19.1,66.0,0.0,0.0,66.0,48,37,42.5,0.9411764705882353,1,6
2018-01-22,0.5,6.0,23.0,22.0,0.031,29.0,23.0,21.0,12.1,51.0,2.0,3.0,51.0,62,47,54.5,-0.2272727272727273,1,0
2018-01-23,0.3,3.0,,,0.03,28.0,7.0,6.0,2.3,10.0,0.0,0.0,28.0,56,31,43.5,-0.4509803921568627,1,1
2018-01-24,0.2,2.0,,,0.031,29.0,6.0,6.0,1.8,8.0,,,29.0,31,26,28.5,0.03571428571428581,1,2
2018-01-25,0.4,5.0,29.0,27.0,0.026,24.0,15.0,14.0,7.6,32.0,0.0,0.0,32.0,35,25,30.0,0.10344827586206895,1,3
2018-01-26,0.4,5.0,30.0,28.0,0.035,32.0,41.0,38.0,12.0,50.0,11.0,16.0,50.0,54,31,42.5,0.5625,1,4
2018-01-27,0.4,5.0,9.0,8.0,0.031,29.0,15.0,14.0,7.0,29.0,0.0,0.0,29.0,51,37,44.0,-0.42000000000000004,1,5
2018-01-28,0.6,7.0,32.0,30.0,0.021,19.0,21.0,19.0,14.4,56.0,1.0,1.0,56.0,49,27,38.0,0.9310344827586208,1,6
2018-01-29,,,32.0,30.0,0.033,31.0,14.0,13.0,16.2,60.0,1.0,1.0,60.0,39,21,30.0,0.0714285714285714,1,0
2018-01-30,0.2,2.0,22.0,21.0,0.032,30.0,10.0,9.0,1.4,6.0,0.0,0.0,30.0,22,16,19.0,-0.5,1,1
2018-01-31,0.4,5.0,26.0,25.0,0.028,26.0,32.0,30.0,6.4,27.0,3.0,4.0,30.0,43,16,29.5,0.0,1,2
2018-02-01,0.2,2.0,16.0,15.0,0.031,29.0,19.0,18.0,7.9,33.0,0.0,0.0,33.0,44,18,31.0,0.10000000000000009,2,3
2018-02-02,0.2,2.0,12.0,11.0,0.032,30.0,30.0,28.0,2.0,8.0,0.0,0.0,30.0,19,14,16.5,-0.09090909090909094,2,4
2018-02-03,0.5,6.0,14.0,13.0,0.028,26.0,32.0,30.0,7.4,31.0,7.0,10.0,31.0,35,14,24.5,0.03333333333333344,2,5
2018-02-04,0.4,5.0,13.0,12.0,0.035,32.0,11.0,10.0,3.9,16.0,2.0,3.0,32.0,38,19,28.5,0.032258064516129004,2,6
2018-02-05,0.2,2.0,12.0,11.0,0.036,33.0,9.0,8.0,2.9,12.0,0.0,0.0,33.0,22,12,17.0,0.03125,2,0
2018-02-06,0.4,5.0,40.0,38.0,0.031,29.0,16.0,15.0,12.9,53.0,0.0,0.0,53.0,26,20,23.0,0.606060606060606,2,1
2018-02-07,0.4,5.0,29.0,27.0,0.035,32.0,14.0,13.0,15.6,58.0,0.0,0.0,58.0,23,18,20.5,0.09433962264150941,2,2
2018-02-08,0.3,3.0,31.0,29.0,0.035,32.0,16.0,15.0,18.2,64.0,0.0,0.0,64.0,21,11,16.0,0.10344827586206895,2,3
2018-02-09,0.4,5.0,45.0,42.0,0.024,22.0,29.0,27.0,23.6,75.0,5.0,7.0,75.0,42,13,27.5,0.171875,2,4
2018-02-10,0.4,5.0,25.0,24.0,0.029,27.0,16.0,15.0,28.4,85.0,0.0,0.0,85.0,34,26,30.0,0.1333333333333333,2,5
2018-02-11,0.4,5.0,25.0,24.0,0.035,32.0,13.0,12.0,18.0,63.0,0.0,0.0,63.0,41,27,34.0,-0.2588235294117647,2,6
2018-02-12,0.3,3.0,23.0,22.0,0.041,38.0,17.0,16.0,10.4,43.0,0.0,0.0,43.0,29,18,23.5,-0.31746031746031744,2,0
2018-02-13,0.6,7.0,49.0,46.0,0.029,27.0,34.0,31.0,12.1,51.0,2.0,3.0,51.0,38,16,27.0,0.18604651162790709,2,1
2018-02-14,0.5,6.0,24.0,23.0,0.022,20.0,18.0,17.0,17.1,62.0,0.0,0.0,62.0,48,35,41.5,0.21568627450980382,2,2
2018-02-15,0.5,6.0,21.0,20.0,0.017,16.0,11.0,10.0,5.1,21.0,0.0,0.0,21.0,61,48,54.5,-0.6612903225806452,2,3
2018-02-16,0.3,3.0,15.0,14.0,0.031,29.0,16.0,15.0,10.2,43.0,0.0,0.0,43.0,48,30,39.0,1.0476190476190474,2,4
2018-02-17,0.3,3.0,12.0,11.0,0.03,28.0,14.0,13.0,10.3,43.0,2.0,3.0,43.0,34,29,31.5,0.0,2,5
2018-02-18,0.3,3.0,27.0,25.0,0.031,29.0,16.0,15.0,13.4,54.0,0.0,0.0,54.0,44,32,38.0,0.2558139534883721,2,6
2018-02-19,0.4,5.0,25.0,24.0,0.022,20.0,19.0,18.0,8.3,35.0,1.0,1.0,35.0,65,35,50.0,-0.35185185185185186,2,0
2018-02-20,0.3,3.0,10.0,9.0,0.028,26.0,19.0,18.0,4.1,17.0,1.0,1.0,26.0,73,63,68.0,-0.2571428571428571,2,1
2018-02-21,0.2,2.0,13.0,12.0,0.029,27.0,7.0,6.0,1.7,7.0,0.0,0.0,27.0,69,33,51.0,0.03846153846153855,2,2
2018-02-22,0.3,3.0,18.0,17.0,0.021,19.0,8.0,7.0,5.1,21.0,0.0,0.0,21.0,42,32,37.0,-0.2222222222222222,2,3
2018-02-23,0.3,3.0,22.0,21.0,0.014,13.0,9.0,8.0,8.1,34.0,0.0,0.0,34.0,62,37,49.5,0.6190476190476191,2,4
2018-02-24,0.3,3.0,19.0,18.0,0.022,20.0,8.0,7.0,7.7,32.0,0.0,0.0,32.0,48,37,42.5,-0.05882352941176472,2,5
2018-02-25,0.3,3.0,10.0,9.0,0.032,30.0,8.0,7.0,,,0.0,0.0,30.0,60,37,48.5,-0.0625,2,6
2018-02-26,0.3,3.0,38.0,36.0,0.034,31.0,22.0,20.0,,,0.0,0.0,36.0,52,32,42.0,0.19999999999999996,2,0
2018-02-27,0.5,6.0,43.0,41.0,0.042,39.0,47.0,44.0,7.0,29.0,4.0,6.0,44.0,59,36,47.5,0.22222222222222232,2,1
2018-02-28,0.4,5.0,43.0,41.0,0.033,31.0,37.0,34.0,6.8,28.0,3.0,4.0,41.0,57,40,48.5,-0.06818181818181823,2,2
2018-03-01,0.4,5.0,34.0,32.0,,,12.0,11.0,9.9,41.0,0.0,0.0,41.0,49,33,41.0,0.0,3,3
2018-03-02,0.2,2.0,7.0,7.0,0.037,34.0,9.0,8.0,2.1,9.0,0.0,0.0,34.0,36,30,33.0,-0.1707317073170732,3,4
2018-03-03,0.2,2.0,7.0,7.0,0.038,35.0,11.0,10.0,,,0.0,0.0,35.0,35,29,32.0,0.02941176470588225,3,5
2018-03-04,0.2,2.0,7.0,7.0,0.038,35.0,10.0,9.0,,,0.0,0.0,35.0,37,27,32.0,0.0,3,6
2018-03-05,,,27.0,25.0,0.032,30.0,20.0,19.0,,,0.0,0.0,30.0,37,24,30.5,-0.1428571428571429,3,0
2018-03-06,0.4,5.0,32.0,30.0,,,24.0,22.0,3.8,16.0,1.0,1.0,30.0,50,32,41.0,0.0,3,1
2018-03-07,0.3,3.0,21.0,20.0,0.036,33.0,10.0,9.0,3.6,15.0,0.0,0.0,33.0,39,29,34.0,0.10000000000000009,3,2
2018-03-08,0.2,2.0,19.0,18.0,0.033,31.0,7.0,6.0,,,0.0,0.0,31.0,32,21,26.5,-0.06060606060606055,3,3
2018-03-09,0.2,2.0,18.0,17.0,0.032,30.0,9.0,8.0,,,0.0,0.0,30.0,32,26,29.0,-0.032258064516129004,3,4
2018-03-10,0.3,3.0,34.0,32.0,0.04,37.0,11.0,10.0,,,0.0,0.0,37.0,36,18,27.0,0.2333333333333334,3,5
2018-03-11,0.2,2.0,22.0,21.0,0.041,38.0,8.0,7.0,,,0.0,0.0,38.0,35,19,27.0,0.027027027027026973,3,6
2018-03-12,0.4,5.0,47.0,44.0,0.039,36.0,19.0,18.0,2.8,12.0,0.0,0.0,44.0,35,21,28.0,0.1578947368421053,3,0
2018-03-13,0.2,2.0,,,0.037,34.0,11.0,10.0,1.9,8.0,0.0,0.0,34.0,36,28,32.0,-0.2272727272727273,3,1
2018-03-14,0.2,2.0,,,0.035,32.0,19.0,18.0,2.6,11.0,1.0,1.0,32.0,37,26,31.5,-0.05882352941176472,3,2
2018-03-15,0.2,2.0,,,0.04,37.0,19.0,18.0,3.6,15.0,0.0,0.0,37.0,38,28,33.0,0.15625,3,3
2018-03-16,0.3,3.0,,,0.035,32.0,19.0,18.0,,,1.0,1.0,32.0,34,23,28.5,-0.1351351351351351,3,4
2018-03-17,0.8,9.0,39.0,37.0,0.037,34.0,38.0,35.0,,,12.0,17.0,37.0,43,22,32.5,0.15625,3,5
2018-03-18,0.6,7.0,47.0,44.0,0.042,39.0,19.0,18.0,5.9,25.0,6.0,9.0,44.0,56,21,38.5,0.18918918918918926,3,6
2018-03-19,0.3,3.0,28.0,26.0,0.039,36.0,21.0,19.0,1.9,8.0,0.0,0.0,36.0,42,30,36.0,-0.18181818181818177,3,0
2018-03-20,0.3,3.0,18.0,17.0,0.038,35.0,22.0,20.0,1.1,5.0,0.0,0.0,35.0,41,29,35.0,-0.02777777777777779,3,1
2018-03-21,0.3,3.0,15.0,14.0,0.035,32.0,18.0,17.0,,,0.0,0.0,32.0,36,29,32.5,-0.08571428571428574,3,2
2018-03-22,0.3,3.0,38.0,36.0,0.037,34.0,15.0,14.0,,,1.0,1.0,36.0,40,26,33.0,0.125,3,3
2018-03-23,0.6,7.0,50.0,47.0,0.036,33.0,18.0,17.0,3.6,15.0,1.0,1.0,47.0,40,24,32.0,0.3055555555555556,3,4
2018-03-24,0.3,3.0,26.0,25.0,0.041,38.0,10.0,9.0,2.0,8.0,0.0,0.0,38.0,40,24,32.0,-0.19148936170212771,3,5
2018-03-25,0.2,2.0,16.0,15.0,0.042,39.0,9.0,8.0,,,0.0,0.0,39.0,40,26,33.0,0.026315789473684292,3,6
2018-03-26,0.2,2.0,15.0,14.0,0.045,42.0,43.0,40.0,5.3,22.0,1.0,1.0,42.0,57,32,44.5,0.07692307692307687,3,0
2018-03-27,0.4,5.0,74.0,72.0,0.023,21.0,23.0,21.0,4.5,19.0,0.0,0.0,72.0,53,40,46.5,0.7142857142857142,3,1
2018-03-28,0.4,5.0,30.0,28.0,0.022,20.0,18.0,17.0,7.7,32.0,0.0,0.0,32.0,53,40,46.5,-0.5555555555555556,3,2
2018-03-29,0.8,9.0,30.0,28.0,0.034,31.0,17.0,16.0,12.3,51.0,0.0,0.0,51.0,51,38,44.5,0.59375,3,3
2018-03-30,0.3,3.0,30.0,28.0,0.037,34.0,12.0,11.0,0.9,4.0,0.0,0.0,34.0,39,27,33.0,-0.33333333333333337,3,4
2018-03-31,0.4,5.0,29.0,27.0,0.043,40.0,18.0,17.0,7.0,29.0,3.0,4.0,40.0,54,26,40.0,0.17647058823529416,3,5
2018-04-01,0.2,2.0,13.0,12.0,0.044,41.0,7.0,6.0,,,1.0,1.0,41.0,43,32,37.5,0.02499999999999991,4,6
2018-04-02,0.3,3.0,33.0,31.0,0.039,36.0,22.0,20.0,5.8,24.0,1.0,1.0,36.0,44,29,36.5,-0.12195121951219512,4,0
2018-04-03,0.4,5.0,28.0,26.0,0.034,31.0,16.0,15.0,8.4,35.0,0.0,0.0,35.0,61,39,50.0,-0.02777777777777779,4,1
2018-04-04,0.3,3.0,5.0,5.0,0.044,41.0,13.0,12.0,,,0.0,0.0,41.0,61,31,46.0,0.17142857142857149,4,2
2018-04-05,0.3,3.0,30.0,28.0,0.038,35.0,16.0,15.0,6.2,26.0,1.0,1.0,35.0,43,28,35.5,-0.14634146341463417,4,3
2018-04-06,0.3,3.0,28.0,26.0,0.045,42.0,16.0,15.0,7.6,32.0,1.0,1.0,42.0,47,31,39.0,0.19999999999999996,4,4
2018-04-07,0.2,2.0,10.0,9.0,0.043,40.0,10.0,9.0,2.6,11.0,1.0,1.0,40.0,38,27,32.5,-0.04761904761904767,4,5
2018-04-08,0.2,2.0,16.0,15.0,0.045,42.0,10.0,9.0,2.9,12.0,1.0,1.0,42.0,37,29,33.0,0.050000000000000044,4,6
2018-04-09,0.2,2.0,27.0,25.0,0.04,37.0,18.0,17.0,5.0,21.0,0.0,0.0,37.0,36,25,30.5,-0.11904761904761907,4,0
2018-04-10,0.7,8.0,42.0,40.0,0.045,42.0,35.0,32.0,18.1,64.0,3.0,4.0,64.0,45,24,34.5,0.7297297297297298,4,1
2018-04-11,0.5,6.0,41.0,39.0,0.035,32.0,25.0,23.0,14.3,56.0,0.0,0.0,56.0,59,33,46.0,-0.125,4,2
2018-04-12,0.5,6.0,31.0,29.0,0.05,46.0,37.0,34.0,10.8,45.0,1.0,1.0,46.0,78,45,61.5,-0.1785714285714286,4,3
2018-04-13,0.4,5.0,31.0,29.0,,,39.0,36.0,20.2,68.0,0.0,0.0,68.0,81,43,62.0,0.4782608695652173,4,4
2018-04-14,0.4,5.0,13.0,12.0,0.032,30.0,10.0,9.0,7.3,30.0,0.0,0.0,30.0,51,36,43.5,-0.5588235294117647,4,5
2018-04-15,0.5,6.0,31.0,29.0,0.021,19.0,6.0,6.0,2.1,9.0,0.0,0.0,29.0,61,36,48.5,-0.033333333333333326,4,6
2018-04-16,0.4,5.0,9.0,8.0,0.033,31.0,7.0,6.0,3.5,15.0,0.0,0.0,31.0,44,33,38.5,0.06896551724137923,4,0
2018-04-17,0.2,2.0,10.0,9.0,0.038,35.0,6.0,6.0,,,0.0,0.0,35.0,36,32,34.0,0.12903225806451624,4,1
2018-04-18,0.2,2.0,20.0,19.0,0.036,33.0,13.0,12.0,3.6,15.0,1.0,1.0,33.0,46,33,39.5,-0.05714285714285716,4,2
2018-04-19,0.2,2.0,14.0,13.0,0.046,43.0,12.0,11.0,2.2,9.0,0.0,0.0,43.0,47,32,39.5,0.303030303030303,4,3
2018-04-20,0.3,3.0,26.0,25.0,0.043,40.0,14.0,13.0,3.0,13.0,3.0,4.0,40.0,50,28,39.0,-0.06976744186046513,4,4
2018-04-21,0.6,7.0,36.0,34.0,0.047,44.0,41.0,38.0,12.3,51.0,7.0,10.0,51.0,52,28,40.0,0.2749999999999999,4,5
2018-04-22,0.5,6.0,43.0,41.0,0.049,45.0,16.0,15.0,6.7,28.0,0.0,0.0,45.0,58,35,46.5,-0.11764705882352944,4,6
2018-04-23,0.3,3.0,49.0,46.0,0.055,51.0,43.0,40.0,7.3,30.0,,,51.0,77,48,62.5,0.1333333333333333,4,0
2018-04-24,0.2,2.0,12.0,11.0,0.04,37.0,16.0,15.0,3.6,15.0,0.0,0.0,37.0,59,53,56.0,-0.27450980392156865,4,1
2018-04-25,0.3,3.0,34.0,32.0,0.033,31.0,10.0,9.0,6.5,27.0,0.0,0.0,32.0,53,38,45.5,-0.1351351351351351,4,2
2018-04-26,0.3,3.0,31.0,29.0,0.035,32.0,18.0,17.0,3.7,15.0,0.0,0.0,32.0,57,34,45.5,0.0,4,3
2018-04-27,0.5,6.0,38.0,36.0,0.048,44.0,48.0,44.0,11.9,50.0,5.0,7.0,50.0,69,41,55.0,0.5625,4,4
2018-04-28,0.3,3.0,6.0,6.0,0.037,34.0,12.0,11.0,7.2,30.0,0.0,0.0,34.0,44,35,39.5,-0.31999999999999995,4,5
2018-04-29,0.2,2.0,30.0,28.0,0.042,39.0,9.0,8.0,,,0.0,0.0,39.0,52,30,41.0,0.1470588235294117,4,6
2018-04-30,0.4,5.0,54.0,51.0,0.05,46.0,45.0,42.0,10.0,42.0,25.0,36.0,51.0,69,34,51.5,0.3076923076923077,4,0
2018-05-01,0.9,10.0,48.0,45.0,0.056,54.0,65.0,56.0,12.1,51.0,30.0,43.0,56.0,82,53,67.5,0.0980392156862746,5,1
2018-05-02,0.5,6.0,9.0,8.0,0.05,46.0,53.0,49.0,,,0.0,0.0,49.0,84,63,73.5,-0.125,5,2
2018-05-03,0.4,5.0,23.0,22.0,0.036,33.0,17.0,16.0,,,0.0,0.0,33.0,77,64,70.5,-0.326530612244898,5,3
2018-05-04,0.4,5.0,11.0,10.0,0.046,43.0,22.0,20.0,,,0.0,0.0,43.0,83,56,69.5,0.303030303030303,5,4
2018-05-05,0.6,7.0,28.0,26.0,0.049,45.0,30.0,28.0,8.1,34.0,13.0,19.0,45.0,75,49,62.0,0.04651162790697683,5,5
2018-05-06,0.4,5.0,15.0,14.0,0.052,48.0,23.0,21.0,7.2,30.0,7.0,10.0,48.0,76,53,64.5,0.06666666666666665,5,6
2018-05-07,0.3,3.0,24.0,23.0,0.034,31.0,14.0,13.0,4.1,17.0,0.0,0.0,31.0,62,47,54.5,-0.35416666666666663,5,0
2018-05-08,0.4,5.0,40.0,38.0,0.038,35.0,26.0,24.0,4.1,17.0,0.0,0.0,38.0,71,43,57.0,0.22580645161290325,5,1
2018-05-09,0.4,5.0,40.0,38.0,0.05,46.0,91.0,69.0,12.3,51.0,9.0,13.0,69.0,83,52,67.5,0.8157894736842106,5,2
2018-05-10,0.2,2.0,12.0,11.0,0.047,44.0,20.0,19.0,5.2,22.0,0.0,0.0,44.0,75,53,64.0,-0.3623188405797102,5,3
2018-05-11,0.3,3.0,15.0,14.0,0.035,32.0,12.0,11.0,0.9,4.0,0.0,0.0,32.0,57,46,51.5,-0.2727272727272727,5,4
2018-05-12,0.2,2.0,12.0,11.0,0.023,21.0,11.0,10.0,,,0.0,0.0,21.0,59,48,53.5,-0.34375,5,5
2018-05-13,0.3,3.0,32.0,30.0,0.029,27.0,11.0,10.0,,,2.0,3.0,30.0,66,47,56.5,0.4285714285714286,5,6
2018-05-14,0.7,8.0,33.0,31.0,0.032,30.0,41.0,38.0,14.8,57.0,20.0,29.0,57.0,78,52,65.0,0.8999999999999999,5,0
2018-05-15,0.4,5.0,21.0,20.0,0.042,39.0,22.0,20.0,4.2,18.0,4.0,6.0,39.0,77,58,67.5,-0.3157894736842105,5,1
2018-05-16,0.4,5.0,38.0,36.0,0.04,37.0,24.0,22.0,5.8,24.0,0.0,0.0,37.0,72,55,63.5,-0.05128205128205132,5,2
2018-05-17,0.4,5.0,28.0,26.0,0.058,61.0,29.0,27.0,12.3,51.0,2.0,3.0,61.0,76,54,65.0,0.6486486486486487,5,3
2018-05-18,0.4,5.0,25.0,24.0,0.041,38.0,33.0,31.0,7.0,29.0,1.0,1.0,38.0,77,56,66.5,-0.3770491803278688,5,4
2018-05-19,0.2,2.0,8.0,8.0,0.035,32.0,17.0,16.0,,,3.0,4.0,32.0,81,64,72.5,-0.1578947368421053,5,5
2018-05-20,0.2,2.0,8.0,8.0,0.033,31.0,7.0,6.0,,,0.0,0.0,31.0,68,56,62.0,-0.03125,5,6
2018-05-21,0.3,3.0,21.0,20.0,0.029,27.0,22.0,20.0,5.8,24.0,1.0,1.0,27.0,71,52,61.5,-0.12903225806451613,5,0
2018-05-22,0.5,6.0,,,0.036,33.0,20.0,19.0,9.9,41.0,2.0,3.0,41.0,79,59,69.0,0.5185185185185186,5,1
2018-05-23,0.3,3.0,44.0,42.0,0.046,43.0,18.0,17.0,2.8,12.0,1.0,1.0,43.0,76,54,65.0,0.04878048780487809,5,2
2018-05-24,1.0,11.0,57.0,54.0,0.054,50.0,47.0,44.0,15.4,58.0,58.0,79.0,79.0,80,52,66.0,0.8372093023255813,5,3
2018-05-25,0.6,7.0,51.0,48.0,0.06,67.0,68.0,57.0,17.4,62.0,40.0,56.0,67.0,85,54,69.5,-0.15189873417721522,5,4
2018-05-26,0.6,7.0,42.0,40.0,0.054,50.0,51.0,47.0,16.3,60.0,18.0,26.0,60.0,83,62,72.5,-0.10447761194029848,5,5
2018-05-27,0.4,5.0,19.0,18.0,0.056,54.0,31.0,29.0,8.0,33.0,38.0,54.0,54.0,87,66,76.5,-0.09999999999999998,5,6
2018-05-28,0.5,6.0,29.0,27.0,0.064,80.0,35.0,32.0,10.4,43.0,10.0,14.0,80.0,93,70,81.5,0.4814814814814814,5,0
2018-05-29,0.7,8.0,38.0,36.0,0.054,50.0,62.0,54.0,14.8,57.0,12.0,17.0,57.0,91,68,79.5,-0.2875,5,1
2018-05-30,0.2,2.0,16.0,15.0,0.029,27.0,53.0,49.0,7.4,31.0,2.0,3.0,49.0,86,73,79.5,-0.14035087719298245,5,2
2018-05-31,0.4,5.0,20.0,19.0,0.048,44.0,37.0,34.0,,,3.0,4.0,44.0,87,73,80.0,-0.10204081632653061,5,3
2018-06-01,0.4,5.0,21.0,20.0,0.049,45.0,22.0,20.0,7.0,29.0,1.0,1.0,45.0,80,63,71.5,0.022727272727272707,6,4
2018-06-02,0.3,3.0,11.0,10.0,0.023,21.0,14.0,13.0,,,0.0,0.0,21.0,71,60,65.5,-0.5333333333333333,6,5
2018-06-03,0.4,5.0,20.0,19.0,0.039,36.0,24.0,22.0,11.1,46.0,4.0,6.0,46.0,81,56,68.5,1.1904761904761907,6,6
2018-06-04,0.2,2.0,12.0,11.0,0.039,36.0,12.0,11.0,,,0.0,0.0,36.0,72,59,65.5,-0.21739130434782605,6,0
2018-06-05,0.2,2.0,19.0,18.0,0.034,31.0,15.0,14.0,2.6,11.0,0.0,0.0,31.0,68,54,61.0,-0.13888888888888884,6,1
2018-06-06,0.2,2.0,27.0,25.0,0.028,26.0,17.0,16.0,,,9.0,13.0,26.0,66,52,59.0,-0.16129032258064513,6,2
2018-06-07,0.4,5.0,27.0,25.0,0.051,47.0,64.0,55.0,11.1,46.0,18.0,26.0,55.0,80,54,67.0,1.1153846153846154,6,3
2018-06-08,0.4,5.0,33.0,31.0,0.054,50.0,51.0,47.0,11.7,49.0,12.0,17.0,50.0,83,62,72.5,-0.09090909090909094,6,4
2018-06-09,0.3,3.0,25.0,24.0,0.045,42.0,32.0,30.0,9.8,41.0,5.0,7.0,42.0,79,66,72.5,-0.16000000000000003,6,5
2018-06-10,0.3,3.0,7.0,7.0,0.022,20.0,11.0,10.0,5.3,22.0,0.0,0.0,22.0,73,65,69.0,-0.47619047619047616,6,6
