date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,pct_change_aqi,month,weekday
2017-06-22,0.3,3.0,27.0,25.0,0.044,41.0,37.0,34.0,7.8,33.0,4.0,6.0,41.0,89,62,75.5,0.07894736842105265,6,3
2017-06-23,0.3,3.0,11.0,10.0,0.028,26.0,10.0,9.0,-2.9,0.0,0.0,0.0,26.0,78,71,74.5,-0.36585365853658536,6,4
2017-06-24,0.2,2.0,9.0,8.0,0.041,38.0,13.0,12.0,0.9,4.0,0.0,0.0,38.0,81,63,72.0,0.46153846153846145,6,5
2017-06-25,0.2,2.0,9.0,8.0,0.043,40.0,12.0,11.0,0.8,3.0,0.0,0.0,40.0,76,60,68.0,0.05263157894736836,6,6
2017-06-26,0.2,2.0,11.0,10.0,,,13.0,12.0,1.5,6.0,0.0,0.0,12.0,74,56,65.0,-0.7,6,0
2017-06-27,0.2,2.0,30.0,28.0,0.033,31.0,16.0,15.0,1.9,8.0,8.0,11.0,31.0,72,53,62.5,1.5833333333333335,6,1
2017-06-28,0.2,2.0,16.0,15.0,0.047,44.0,24.0,22.0,3.1,13.0,7.0,10.0,44.0,79,57,68.0,0.4193548387096775,6,2
2017-06-29,0.2,2.0,22.0,21.0,0.052,48.0,36.0,33.0,4.7,20.0,7.0,10.0,48.0,88,68,78.0,0.09090909090909083,6,3
2017-06-30,0.3,3.0,16.0,15.0,0.043,40.0,16.0,15.0,2.3,10.0,1.0,1.0,40.0,88,70,79.0,-0.16666666666666663,6,4
2017-07-01,0.2,2.0,24.0,23.0,0.044,41.0,13.0,12.0,3.4,14.0,2.0,3.0,41.0,85,69,77.0,0.02499999999999991,7,5
2017-07-02,0.3,3.0,12.0,11.0,0.053,49.0,18.0,17.0,4.3,18.0,0.0,0.0,49.0,85,67,76.0,0.19512195121951215,7,6
2017-07-03,,,15.0,14.0,0.043,40.0,16.0,15.0,4.3,18.0,4.0,6.0,40.0,82,69,75.5,-0.18367346938775508,7,0
2017-07-04,0.3,3.0,13.0,12.0,0.038,35.0,20.0,19.0,7.3,30.0,2.0,3.0,35.0,79,68,73.5,-0.125,7,1
2017-07-05,0.3,3.0,23.0,22.0,0.035,32.0,22.0,20.0,9.3,39.0,0.0,0.0,39.0,82,61,71.5,0.11428571428571432,7,2
2017-07-06,0.7,8.0,34.0,32.0,0.054,50.0,54.0,50.0,15.0,57.0,14.0,20.0,57.0,83,66,74.5,0.46153846153846145,7,3
2017-07-07,0.4,5.0,17.0,16.0,0.05,46.0,16.0,15.0,2.8,12.0,1.0,1.0,46.0,83,68,75.5,-0.19298245614035092,7,4
2017-07-08,0.3,3.0,13.0,12.0,0.033,31.0,14.0,13.0,4.4,18.0,9.0,13.0,31.0,77,63,70.0,-0.32608695652173914,7,5
2017-07-09,0.4,5.0,16.0,15.0,0.05,46.0,20.0,19.0,6.2,26.0,7.0,10.0,46.0,82,59,70.5,0.4838709677419355,7,6
2017-07-10,,,31.0,29.0,0.027,25.0,26.0,24.0,7.1,30.0,9.0,13.0,30.0,76,63,69.5,-0.34782608695652173,7,0
2017-07-11,0.3,3.0,,,0.043,40.0,19.0,18.0,4.8,20.0,0.0,0.0,40.0,87,70,78.5,0.33333333333333326,7,1
2017-07-12,0.3,3.0,11.0,10.0,0.045,42.0,21.0,19.0,3.8,16.0,0.0,0.0,42.0,88,72,80.0,0.050000000000000044,7,2
2017-07-13,0.2,2.0,16.0,15.0,0.03,28.0,18.0,17.0,6.3,26.0,0.0,0.0,28.0,84,73,78.5,-0.33333333333333337,7,3
2017-07-14,0.2,2.0,10.0,9.0,0.039,36.0,14.0,13.0,2.3,10.0,0.0,0.0,36.0,85,72,78.5,0.2857142857142858,7,4
2017-07-15,0.2,2.0,21.0,20.0,0.032,30.0,12.0,11.0,2.6,11.0,3.0,4.0,30.0,79,65,72.0,-0.16666666666666663,7,5
2017-07-16,0.3,3.0,15.0,14.0,0.043,40.0,18.0,17.0,6.8,28.0,7.0,10.0,40.0,85,62,73.5,0.33333333333333326,7,6
2017-07-17,0.2,2.0,24.0,23.0,0.034,31.0,15.0,14.0,5.7,24.0,0.0,0.0,31.0,78,66,72.0,-0.22499999999999998,7,0
2017-07-18,0.4,5.0,31.0,29.0,0.049,45.0,48.0,44.0,11.7,49.0,40.0,56.0,56.0,87,62,74.5,0.8064516129032258,7,1
2017-07-19,0.4,5.0,36.0,34.0,0.061,71.0,33.0,31.0,12.4,52.0,6.0,9.0,71.0,92,74,83.0,0.2678571428571428,7,2
2017-07-20,0.3,3.0,31.0,29.0,0.049,45.0,28.0,26.0,6.3,26.0,4.0,6.0,45.0,89,74,81.5,-0.3661971830985915,7,3
2017-07-21,0.3,3.0,40.0,38.0,0.049,45.0,26.0,24.0,7.2,30.0,5.0,7.0,45.0,91,73,82.0,0.0,7,4
2017-07-22,0.3,3.0,18.0,17.0,0.04,37.0,18.0,17.0,6.1,25.0,3.0,4.0,37.0,85,75,80.0,-0.1777777777777778,7,5
2017-07-23,0.2,2.0,8.0,8.0,0.047,44.0,11.0,10.0,1.6,7.0,0.0,0.0,44.0,85,71,78.0,0.18918918918918926,7,6
2017-07-24,0.2,2.0,13.0,12.0,0.028,26.0,9.0,8.0,0.3,1.0,2.0,3.0,26.0,76,68,72.0,-0.40909090909090906,7,0
2017-07-25,0.2,2.0,18.0,17.0,0.028,26.0,10.0,9.0,-2.7,0.0,1.0,1.0,26.0,77,64,70.5,0.0,7,1
2017-07-26,0.3,3.0,29.0,27.0,0.049,45.0,32.0,30.0,6.8,28.0,6.0,9.0,45.0,85,57,71.0,0.7307692307692308,7,2
2017-07-27,0.4,5.0,32.0,30.0,0.054,50.0,43.0,40.0,,,7.0,10.0,50.0,87,66,76.5,0.11111111111111116,7,3
2017-07-28,0.3,3.0,19.0,18.0,0.029,27.0,19.0,18.0,,,0.0,0.0,27.0,82,68,75.0,-0.45999999999999996,7,4
2017-07-29,0.3,3.0,11.0,10.0,0.031,29.0,12.0,11.0,-0.7,0.0,0.0,0.0,29.0,80,62,71.0,0.07407407407407418,7,5
2017-07-30,0.3,3.0,18.0,17.0,0.032,30.0,14.0,13.0,1.4,6.0,0.0,0.0,30.0,85,60,72.5,0.034482758620689724,7,6
2017-07-31,0.4,5.0,35.0,33.0,0.04,37.0,46.0,43.0,10.0,42.0,24.0,34.0,43.0,87,62,74.5,0.43333333333333335,7,0
2017-08-01,0.6,7.0,46.0,43.0,0.053,49.0,50.0,46.0,12.3,51.0,28.0,40.0,51.0,88,63,75.5,0.18604651162790709,8,1
2017-08-02,0.4,5.0,35.0,33.0,0.064,80.0,52.0,48.0,16.6,60.0,,,80.0,90,66,78.0,0.5686274509803921,8,2
2017-08-03,0.4,5.0,32.0,30.0,0.043,40.0,46.0,43.0,10.2,43.0,9.0,13.0,43.0,87,67,77.0,-0.4625,8,3
2017-08-04,0.4,5.0,22.0,21.0,0.031,29.0,20.0,19.0,6.5,27.0,1.0,1.0,29.0,82,63,72.5,-0.32558139534883723,8,4
2017-08-05,0.2,2.0,24.0,23.0,0.034,31.0,13.0,12.0,1.6,7.0,0.0,0.0,31.0,78,59,68.5,0.06896551724137923,8,5
2017-08-06,0.4,5.0,19.0,18.0,0.038,35.0,25.0,23.0,7.8,33.0,6.0,9.0,35.0,80,60,70.0,0.12903225806451624,8,6
2017-08-07,,,23.0,22.0,0.041,38.0,31.0,29.0,9.9,41.0,4.0,6.0,41.0,79,60,69.5,0.17142857142857149,8,0
2017-08-08,0.3,3.0,30.0,28.0,0.039,36.0,18.0,17.0,4.6,19.0,23.0,33.0,36.0,81,62,71.5,-0.12195121951219512,8,1
2017-08-09,,,31.0,29.0,0.048,44.0,43.0,40.0,,,13.0,19.0,44.0,84,59,71.5,0.22222222222222232,8,2
2017-08-10,0.4,5.0,33.0,31.0,0.046,43.0,52.0,48.0,13.1,53.0,7.0,10.0,53.0,84,60,72.0,0.20454545454545459,8,3
2017-08-11,0.4,5.0,21.0,20.0,0.039,36.0,34.0,31.0,10.1,42.0,4.0,6.0,42.0,84,69,76.5,-0.2075471698113207,8,4
2017-08-12,0.2,2.0,15.0,14.0,0.048,44.0,14.0,13.0,4.8,20.0,0.0,0.0,44.0,79,64,71.5,0.04761904761904767,8,5
2017-08-13,0.2,2.0,19.0,18.0,0.027,25.0,12.0,11.0,1.1,5.0,2.0,3.0,25.0,80,59,69.5,-0.43181818181818177,8,6
2017-08-14,0.5,6.0,39.0,37.0,0.044,41.0,40.0,37.0,8.5,35.0,10.0,14.0,41.0,85,63,74.0,0.6399999999999999,8,0
2017-08-15,0.4,5.0,37.0,35.0,0.056,54.0,44.0,41.0,,,8.0,11.0,54.0,90,67,78.5,0.3170731707317074,8,1
2017-08-16,0.4,5.0,34.0,32.0,0.039,36.0,37.0,34.0,9.2,38.0,1.0,1.0,38.0,86,62,74.0,-0.2962962962962963,8,2
2017-08-17,0.4,5.0,28.0,26.0,0.023,21.0,49.0,45.0,12.2,51.0,2.0,3.0,51.0,92,72,82.0,0.3421052631578947,8,3
2017-08-18,0.2,2.0,11.0,10.0,0.041,38.0,17.0,16.0,-0.2,0.0,0.0,0.0,38.0,85,70,77.5,-0.2549019607843137,8,4
2017-08-19,0.4,5.0,27.0,25.0,0.05,46.0,18.0,17.0,4.9,20.0,2.0,3.0,46.0,83,65,74.0,0.21052631578947367,8,5
2017-08-20,0.4,5.0,18.0,17.0,0.052,48.0,28.0,26.0,14.0,55.0,6.0,9.0,55.0,89,61,75.0,0.19565217391304346,8,6
2017-08-21,0.4,5.0,33.0,31.0,0.047,44.0,40.0,37.0,11.0,46.0,3.0,4.0,46.0,92,73,82.5,-0.1636363636363637,8,0
2017-08-22,0.3,3.0,,,0.035,32.0,25.0,23.0,7.6,32.0,2.0,3.0,32.0,86,69,77.5,-0.30434782608695654,8,1
2017-08-23,0.3,3.0,30.0,28.0,0.033,31.0,17.0,16.0,3.8,16.0,1.0,1.0,31.0,79,60,69.5,-0.03125,8,2
2017-08-24,0.4,5.0,25.0,24.0,0.032,30.0,16.0,15.0,4.2,18.0,4.0,6.0,30.0,72,59,65.5,-0.032258064516129004,8,3
2017-08-25,0.4,5.0,30.0,28.0,0.028,26.0,23.0,21.0,7.1,30.0,1.0,1.0,30.0,74,55,64.5,0.0,8,4
2017-08-26,0.5,6.0,25.0,24.0,0.039,36.0,36.0,33.0,12.5,52.0,30.0,43.0,52.0,74,52,63.0,0.7333333333333334,8,5
2017-08-27,0.5,6.0,22.0,21.0,0.042,39.0,31.0,29.0,10.7,45.0,10.0,14.0,45.0,79,53,66.0,-0.13461538461538458,8,6
2017-08-28,0.3,3.0,18.0,17.0,,,58.0,52.0,11.2,47.0,4.0,6.0,52.0,80,66,73.0,0.15555555555555545,8,0
2017-08-29,0.2,2.0,21.0,20.0,0.037,34.0,31.0,29.0,10.2,43.0,2.0,3.0,43.0,75,64,69.5,-0.17307692307692313,8,1
2017-08-30,0.5,6.0,27.0,25.0,0.051,47.0,34.0,31.0,11.6,48.0,5.0,7.0,48.0,81,63,72.0,0.11627906976744184,8,2
2017-08-31,0.3,3.0,16.0,15.0,0.027,25.0,16.0,15.0,8.3,35.0,1.0,1.0,35.0,72,62,67.0,-0.27083333333333337,8,3
2017-09-01,0.3,3.0,13.0,12.0,0.028,26.0,10.0,9.0,1.8,8.0,0.0,0.0,26.0,71,56,63.5,-0.2571428571428571,9,4
2017-09-02,0.2,2.0,10.0,9.0,0.026,24.0,13.0,12.0,1.5,6.0,0.0,0.0,24.0,66,59,62.5,-0.07692307692307687,9,5
2017-09-03,0.4,5.0,24.0,23.0,0.042,39.0,18.0,17.0,9.3,39.0,1.0,1.0,39.0,78,61,69.5,0.625,9,6
2017-09-04,0.4,5.0,7.0,7.0,0.047,44.0,27.0,25.0,9.3,39.0,1.0,1.0,44.0,88,62,75.0,0.1282051282051282,9,0
2017-09-05,,,15.0,14.0,0.037,34.0,13.0,12.0,6.0,25.0,0.0,0.0,34.0,78,57,67.5,-0.2272727272727273,9,1
2017-09-06,0.3,3.0,19.0,18.0,0.026,24.0,14.0,13.0,4.9,20.0,0.0,0.0,24.0,69,52,60.5,-0.2941176470588235,9,2
2017-09-07,0.3,3.0,11.0,10.0,0.02,19.0,8.0,7.0,2.9,12.0,0.0,0.0,19.0,70,50,60.0,-0.20833333333333337,9,3
2017-09-08,0.3,3.0,19.0,18.0,0.031,29.0,8.0,7.0,2.1,9.0,0.0,0.0,29.0,69,53,61.0,0.5263157894736843,9,4
2017-09-09,0.3,3.0,19.0,18.0,0.028,26.0,14.0,13.0,4.1,17.0,0.0,0.0,26.0,69,50,59.5,-0.10344827586206895,9,5
2017-09-10,0.4,5.0,23.0,22.0,0.027,25.0,17.0,16.0,5.9,25.0,3.0,4.0,25.0,72,45,58.5,-0.038461538461538436,9,6
2017-09-11,0.4,5.0,26.0,25.0,0.029,27.0,34.0,31.0,9.5,40.0,6.0,9.0,40.0,77,50,63.5,0.6000000000000001,9,0
2017-09-12,0.4,5.0,26.0,25.0,0.032,30.0,26.0,24.0,4.9,20.0,2.0,3.0,30.0,77,53,65.0,-0.25,9,1
2017-09-13,0.5,6.0,24.0,23.0,0.028,26.0,40.0,37.0,6.6,28.0,4.0,6.0,37.0,83,64,73.5,0.2333333333333334,9,2
2017-09-14,0.3,3.0,24.0,23.0,0.021,19.0,18.0,17.0,3.6,15.0,2.0,3.0,23.0,75,61,68.0,-0.3783783783783784,9,3
2017-09-15,0.5,6.0,37.0,35.0,0.032,30.0,45.0,42.0,10.8,45.0,2.0,3.0,45.0,81,56,68.5,0.9565217391304348,9,4
2017-09-16,0.6,7.0,25.0,24.0,0.041,38.0,36.0,33.0,20.8,69.0,13.0,19.0,69.0,81,60,70.5,0.5333333333333334,9,5
2017-09-17,0.5,6.0,26.0,25.0,0.045,42.0,32.0,30.0,16.7,61.0,7.0,10.0,61.0,85,63,74.0,-0.1159420289855072,9,6
2017-09-18,0.6,7.0,28.0,26.0,0.041,38.0,51.0,47.0,15.1,57.0,10.0,14.0,57.0,88,62,75.0,-0.06557377049180324,9,0
2017-09-19,0.6,7.0,36.0,34.0,0.027,25.0,67.0,57.0,18.3,64.0,6.0,9.0,64.0,83,66,74.5,0.12280701754385959,9,1
2017-09-20,0.8,9.0,35.0,33.0,0.041,38.0,44.0,41.0,13.0,53.0,6.0,9.0,53.0,88,68,78.0,-0.171875,9,2
2017-09-21,0.6,7.0,44.0,42.0,0.042,39.0,59.0,53.0,17.3,62.0,15.0,21.0,62.0,92,64,78.0,0.16981132075471694,9,3
2017-09-22,0.4,5.0,37.0,35.0,0.039,36.0,57.0,52.0,11.7,49.0,19.0,27.0,52.0,92,64,78.0,-0.16129032258064513,9,4
2017-09-23,0.7,8.0,41.0,39.0,0.05,46.0,53.0,49.0,13.0,53.0,18.0,26.0,53.0,91,62,76.5,0.019230769230769162,9,5
2017-09-24,0.8,9.0,40.0,38.0,0.054,50.0,46.0,43.0,19.5,67.0,12.0,17.0,67.0,93,64,78.5,0.26415094339622636,9,6
2017-09-25,0.4,5.0,46.0,43.0,0.053,49.0,52.0,48.0,17.8,63.0,6.0,9.0,63.0,94,69,81.5,-0.05970149253731338,9,0
2017-09-26,0.4,5.0,50.0,47.0,0.051,47.0,58.0,52.0,16.1,59.0,36.0,51.0,59.0,92,68,80.0,-0.06349206349206349,9,1
2017-09-27,0.4,5.0,46.0,43.0,0.046,43.0,48.0,44.0,16.1,59.0,108.0,115.0,115.0,86,65,75.5,0.9491525423728813,9,2
2017-09-28,0.2,2.0,22.0,21.0,0.034,31.0,10.0,9.0,0.9,4.0,1.0,1.0,31.0,69,51,60.0,-0.7304347826086957,9,3
2017-09-29,0.4,5.0,28.0,26.0,0.036,33.0,37.0,34.0,5.8,24.0,5.0,7.0,34.0,72,47,59.5,0.09677419354838701,9,4
2017-09-30,0.2,2.0,13.0,12.0,0.031,29.0,9.0,8.0,0.6,3.0,0.0,0.0,29.0,63,46,54.5,-0.1470588235294118,9,5
2017-10-01,0.4,5.0,35.0,33.0,0.035,32.0,19.0,18.0,6.5,27.0,33.0,47.0,47.0,72,39,55.5,0.6206896551724137,10,6
2017-10-02,,,39.0,37.0,0.037,34.0,64.0,55.0,10.6,44.0,58.0,79.0,79.0,80,47,63.5,0.6808510638297873,10,0
2017-10-03,0.4,5.0,36.0,34.0,0.041,38.0,60.0,53.0,11.0,46.0,40.0,56.0,56.0,85,51,68.0,-0.2911392405063291,10,1
2017-10-04,0.4,5.0,40.0,38.0,0.035,32.0,56.0,51.0,9.5,40.0,69.0,92.0,92.0,84,68,76.0,0.6428571428571428,10,2
2017-10-05,0.3,3.0,23.0,22.0,0.027,25.0,17.0,16.0,5.7,24.0,0.0,0.0,25.0,75,61,68.0,-0.7282608695652174,10,3
2017-10-06,0.3,3.0,26.0,25.0,0.021,19.0,24.0,22.0,14.7,56.0,1.0,1.0,56.0,70,65,67.5,1.2400000000000002,10,4
2017-10-07,0.3,3.0,16.0,15.0,0.039,36.0,25.0,23.0,11.1,46.0,5.0,7.0,46.0,84,66,75.0,-0.1785714285714286,10,5
2017-10-08,0.3,3.0,8.0,8.0,0.027,25.0,9.0,8.0,2.0,8.0,0.0,0.0,25.0,74,65,69.5,-0.4565217391304348,10,6
2017-10-09,0.4,5.0,26.0,25.0,0.021,19.0,16.0,15.0,8.1,34.0,0.0,0.0,34.0,71,63,67.0,0.3600000000000001,10,0
2017-10-10,0.7,8.0,,,0.032,30.0,44.0,41.0,22.4,73.0,1.0,1.0,73.0,78,57,67.5,1.1470588235294117,10,1
2017-10-11,0.4,5.0,22.0,21.0,0.012,11.0,13.0,12.0,7.5,31.0,0.0,0.0,31.0,67,60,63.5,-0.5753424657534247,10,2
2017-10-12,0.4,5.0,16.0,15.0,0.013,12.0,18.0,17.0,6.1,25.0,0.0,0.0,25.0,70,58,64.0,-0.19354838709677424,10,3
2017-10-13,0.5,6.0,34.0,32.0,0.028,26.0,28.0,26.0,8.5,35.0,3.0,4.0,35.0,75,57,66.0,0.3999999999999999,10,4
2017-10-14,0.5,6.0,24.0,23.0,0.044,41.0,38.0,35.0,20.0,68.0,7.0,10.0,68.0,80,54,67.0,0.9428571428571428,10,5
2017-10-15,0.3,3.0,3.0,3.0,0.031,29.0,15.0,14.0,3.9,16.0,0.0,0.0,29.0,79,53,66.0,-0.5735294117647058,10,6
2017-10-16,,,28.0,26.0,0.029,27.0,14.0,13.0,2.7,11.0,9.0,13.0,27.0,57,41,49.0,-0.06896551724137934,10,0
2017-10-17,0.4,5.0,29.0,27.0,0.036,33.0,28.0,26.0,6.9,29.0,5.0,7.0,33.0,67,40,53.5,0.22222222222222232,10,1
2017-10-18,0.7,8.0,36.0,34.0,0.037,34.0,49.0,45.0,10.0,42.0,10.0,14.0,45.0,70,47,58.5,0.36363636363636354,10,2
2017-10-19,0.3,3.0,35.0,33.0,0.045,42.0,38.0,35.0,8.7,36.0,3.0,4.0,42.0,74,49,61.5,-0.06666666666666665,10,3
2017-10-20,0.6,7.0,43.0,41.0,0.032,30.0,63.0,55.0,14.3,56.0,40.0,56.0,56.0,75,44,59.5,0.33333333333333326,10,4
2017-10-21,0.4,5.0,33.0,31.0,0.043,40.0,38.0,35.0,13.7,54.0,17.0,24.0,54.0,76,47,61.5,-0.0357142857142857,10,5
2017-10-22,0.4,5.0,19.0,18.0,0.043,40.0,31.0,29.0,13.3,54.0,19.0,27.0,54.0,79,52,65.5,0.0,10,6
2017-10-23,0.3,3.0,29.0,27.0,0.032,30.0,36.0,33.0,8.1,34.0,12.0,17.0,34.0,68,58,63.0,-0.37037037037037035,10,0
2017-10-24,0.2,2.0,,,0.03,28.0,11.0,10.0,2.4,10.0,1.0,1.0,28.0,58,46,52.0,-0.17647058823529416,10,1
2017-10-25,0.2,2.0,,,0.025,23.0,10.0,9.0,1.3,5.0,0.0,0.0,23.0,53,44,48.5,-0.1785714285714286,10,2
2017-10-26,0.4,5.0,32.0,30.0,0.03,28.0,16.0,15.0,5.4,23.0,13.0,19.0,30.0,56,39,47.5,0.30434782608695654,10,3
2017-10-27,0.4,5.0,25.0,24.0,0.038,35.0,28.0,26.0,6.2,26.0,11.0,16.0,35.0,69,44,56.5,0.16666666666666674,10,4
2017-10-28,0.2,2.0,9.0,8.0,0.019,18.0,5.0,5.0,1.7,7.0,0.0,0.0,18.0,44,37,40.5,-0.48571428571428577,10,5
2017-10-29,0.2,2.0,15.0,14.0,0.027,25.0,5.0,5.0,2.0,8.0,1.0,1.0,25.0,46,35,40.5,0.38888888888888884,10,6
2017-10-30,0.2,2.0,14.0,13.0,0.021,19.0,10.0,9.0,3.2,13.0,0.0,0.0,19.0,45,36,40.5,-0.24,10,0
2017-10-31,,,25.0,24.0,0.024,22.0,16.0,15.0,1.7,7.0,1.0,1.0,24.0,45,33,39.0,0.26315789473684204,10,1
2017-11-01,,,25.0,24.0,0.022,20.0,29.0,27.0,9.6,40.0,2.0,3.0,40.0,53,35,44.0,0.6666666666666667,11,2
2017-11-02,0.5,6.0,23.0,22.0,0.029,27.0,24.0,22.0,8.4,35.0,3.0,4.0,35.0,67,53,60.0,-0.125,11,3
2017-11-03,0.3,3.0,15.0,14.0,0.024,22.0,11.0,10.0,2.8,12.0,0.0,0.0,22.0,67,43,55.0,-0.37142857142857144,11,4
2017-11-04,0.3,3.0,19.0,18.0,0.017,16.0,15.0,14.0,3.9,16.0,1.0,1.0,18.0,62,39,50.5,-0.18181818181818177,11,5
2017-11-05,0.3,3.0,11.0,10.0,0.02,19.0,15.0,14.0,4.8,20.0,0.0,0.0,20.0,68,58,63.0,0.11111111111111116,11,6
2017-11-06,0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,1.3,5.0,0.0,0.0,21.0,61,43,52.0,0.050000000000000044,11,0
2017-11-07,0.3,3.0,14.0,13.0,0.024,22.0,11.0,10.0,2.2,9.0,0.0,0.0,22.0,49,41,45.0,0.04761904761904767,11,1
2017-11-08,0.5,6.0,34.0,32.0,,,29.0,27.0,8.3,35.0,10.0,14.0,35.0,51,32,41.5,0.5909090909090908,11,2
2017-11-09,0.7,8.0,30.0,28.0,,,43.0,40.0,20.1,68.0,10.0,14.0,68.0,53,29,41.0,0.9428571428571428,11,3
2017-11-10,0.2,2.0,,,0.031,29.0,8.0,7.0,0.9,4.0,0.0,0.0,29.0,35,23,29.0,-0.5735294117647058,11,4
2017-11-11,0.4,5.0,30.0,28.0,0.029,27.0,15.0,14.0,6.3,26.0,26.0,37.0,37.0,38,20,29.0,0.27586206896551735,11,5
2017-11-12,0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,,,8.0,11.0,33.0,47,27,37.0,-0.10810810810810811,11,6
2017-11-13,,,32.0,30.0,0.024,22.0,18.0,17.0,,,1.0,1.0,30.0,44,39,41.5,-0.09090909090909094,11,0
2017-11-14,0.4,5.0,32.0,30.0,0.017,16.0,22.0,20.0,16.6,60.0,2.0,3.0,60.0,50,33,41.5,1.0,11,1
2017-11-15,0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.1,62.0,5.0,7.0,62.0,49,32,40.5,0.03333333333333344,11,2
2017-11-16,0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,2.8,12.0,0.0,0.0,21.0,49,39,44.0,-0.6612903225806452,11,3
2017-11-17,0.3,3.0,12.0,11.0,0.021,19.0,18.0,17.0,3.8,16.0,3.0,4.0,19.0,47,38,42.5,-0.09523809523809523,11,4
2017-11-18,0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,7.3,30.0,0.0,0.0,30.0,57,37,47.0,0.5789473684210527,11,5
2017-11-19,0.3,3.0,3.0,3.0,,,6.0,6.0,0.6,3.0,0.0,0.0,6.0,41,32,36.5,-0.8,11,6
2017-11-20,,,16.0,15.0,0.028,26.0,13.0,12.0,5.4,23.0,1.0,1.0,26.0,47,29,38.0,3.333333333333333,11,0
2017-11-21,0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,4.6,19.0,1.0,1.0,29.0,56,37,46.5,0.11538461538461542,11,1
2017-11-22,0.2,2.0,22.0,21.0,0.026,24.0,9.0,8.0,1.7,7.0,0.0,0.0,24.0,39,30,34.5,-0.1724137931034483,11,2
2017-11-23,0.2,2.0,17.0,16.0,0.028,26.0,8.0,7.0,6.1,25.0,0.0,0.0,26.0,40,26,33.0,0.08333333333333326,11,3
2017-11-24,0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,9.9,41.0,9.0,13.0,41.0,54,33,43.5,0.5769230769230769,11,4
2017-11-25,0.3,3.0,10.0,9.0,0.031,29.0,12.0,11.0,3.1,13.0,0.0,0.0,29.0,53,41,47.0,-0.29268292682926833,11,5
2017-11-26,0.2,2.0,11.0,10.0,0.035,32.0,6.0,6.0,1.3,5.0,0.0,0.0,32.0,43,32,37.5,0.10344827586206895,11,6
2017-11-28,,,,,0.038,35.0,,,,,,,35.0,66,47,56.5,0.09375,11,1
2017-11-29,0.2,2.0,19.0,18.0,0.024,22.0,15.0,14.0,3.0,13.0,1.0,1.0,22.0,59,34,46.5,-0.37142857142857144,11,2
2017-11-30,0.3,3.0,35.0,33.0,0.021,19.0,31.0,29.0,11.0,46.0,10.0,14.0,46.0,55,34,44.5,1.0909090909090908,11,3
2017-12-01,0.7,8.0,39.0,37.0,0.021,19.0,29.0,27.0,10.6,44.0,1.0,1.0,44.0,48,29,38.5,-0.04347826086956519,12,4
2017-12-02,0.8,9.0,36.0,34.0,0.013,12.0,38.0,35.0,23.6,75.0,7.0,10.0,75.0,50,27,38.5,0.7045454545454546,12,5
2017-12-03,0.7,8.0,39.0,37.0,0.015,14.0,37.0,34.0,34.3,98.0,7.0,10.0,98.0,55,30,42.5,0.30666666666666664,12,6
2017-12-04,,,34.0,32.0,0.034,31.0,68.0,57.0,18.4,64.0,17.0,24.0,64.0,59,32,45.5,-0.34693877551020413,12,0
2017-12-05,0.3,3.0,,,0.027,25.0,14.0,13.0,5.3,22.0,1.0,1.0,25.0,57,32,44.5,-0.609375,12,1
2017-12-06,0.2,2.0,11.0,10.0,0.024,22.0,10.0,9.0,1.3,5.0,0.0,0.0,22.0,42,28,35.0,-0.12,12,2
2017-12-07,0.2,2.0,21.0,20.0,0.022,20.0,16.0,15.0,4.7,20.0,0.0,0.0,20.0,35,25,30.0,-0.09090909090909094,12,3
2017-12-08,0.3,3.0,16.0,15.0,0.026,24.0,13.0,12.0,3.5,15.0,0.0,0.0,24.0,33,20,26.5,0.19999999999999996,12,4
2017-12-09,0.4,5.0,23.0,22.0,0.023,21.0,19.0,18.0,9.1,38.0,5.0,7.0,38.0,34,20,27.0,0.5833333333333333,12,5
2017-12-10,0.3,3.0,13.0,12.0,0.024,22.0,13.0,12.0,,,0.0,0.0,22.0,31,25,28.0,-0.42105263157894735,12,6
2017-12-11,0.3,3.0,22.0,21.0,0.02,19.0,18.0,17.0,,,1.0,1.0,21.0,35,29,32.0,-0.045454545454545414,12,0
2017-12-12,0.4,5.0,15.0,14.0,0.035,32.0,15.0,14.0,3.5,15.0,0.0,0.0,32.0,35,18,26.5,0.5238095238095237,12,1
2017-12-13,0.3,3.0,17.0,16.0,0.024,22.0,13.0,12.0,3.5,15.0,0.0,0.0,22.0,25,17,21.0,-0.3125,12,2
2017-12-14,0.3,3.0,27.0,25.0,0.03,28.0,11.0,10.0,4.7,20.0,0.0,0.0,28.0,28,10,19.0,0.2727272727272727,12,3
2017-12-15,0.6,7.0,20.0,19.0,0.022,20.0,22.0,20.0,13.3,54.0,3.0,4.0,54.0,28,6,17.0,0.9285714285714286,12,4
