"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/15/2018","AQS","390355002","1","0.051","ppm","47","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/16/2018","AQS","390355002","1","0.075","ppm","115","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/17/2018","AQS","390355002","1","0.071","ppm","101","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/18/2018","AQS","390355002","1","0.065","ppm","84","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/19/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/20/2018","AQS","390355002","1","0.036","ppm","33","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/21/2018","AQS","390355002","1","0.048","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/22/2018","AQS","390355002","1","0.039","ppm","36","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/23/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/24/2018","AQS","390355002","1","0.05","ppm","46","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/25/2018","AQS","390355002","1","0.042","ppm","39","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/26/2018","AQS","390355002","1","0.05","ppm","46","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/27/2018","AQS","390355002","1","0.044","ppm","41","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/28/2018","AQS","390355002","1","0.059","ppm","64","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/29/2018","AQS","390355002","1","0.078","ppm","126","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"06/30/2018","AQS","390355002","1","0.066","ppm","87","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/01/2018","AQS","390355002","1","0.057","ppm","58","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/02/2018","AQS","390355002","1","0.062","ppm","74","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/03/2018","AQS","390355002","1","0.047","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/04/2018","AQS","390355002","1","0.058","ppm","61","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/05/2018","AQS","390355002","1","0.044","ppm","41","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/06/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/07/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/08/2018","AQS","390355002","1","0.057","ppm","58","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/09/2018","AQS","390355002","1","0.071","ppm","101","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/10/2018","AQS","390355002","1","0.071","ppm","101","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/11/2018","AQS","390355002","1","0.04","ppm","37","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/12/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/13/2018","AQS","390355002","1","0.071","ppm","101","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/14/2018","AQS","390355002","1","0.075","ppm","115","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/15/2018","AQS","390355002","1","0.08","ppm","133","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/16/2018","AQS","390355002","1","0.065","ppm","84","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/17/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/18/2018","AQS","390355002","1","0.031","ppm","29","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/19/2018","AQS","390355002","1","0.055","ppm","51","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/20/2018","AQS","390355002","1","0.054","ppm","50","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/21/2018","AQS","390355002","1","0.054","ppm","50","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/22/2018","AQS","390355002","1","0.043","ppm","40","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/23/2018","AQS","390355002","1","0.048","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/24/2018","AQS","390355002","1","0.05","ppm","46","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/25/2018","AQS","390355002","1","0.04","ppm","37","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/26/2018","AQS","390355002","1","0.055","ppm","51","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/27/2018","AQS","390355002","1","0.05","ppm","46","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/28/2018","AQS","390355002","1","0.043","ppm","40","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/29/2018","AQS","390355002","1","0.052","ppm","48","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/30/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"07/31/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/01/2018","AQS","390355002","1","0.042","ppm","39","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/02/2018","AQS","390355002","1","0.057","ppm","58","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/03/2018","AQS","390355002","1","0.063","ppm","77","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/04/2018","AQS","390355002","1","0.065","ppm","84","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/05/2018","AQS","390355002","1","0.062","ppm","74","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/06/2018","AQS","390355002","1","0.054","ppm","50","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/07/2018","AQS","390355002","1","0.049","ppm","45","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/08/2018","AQS","390355002","1","0.056","ppm","54","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/09/2018","AQS","390355002","1","0.057","ppm","58","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/10/2018","AQS","390355002","1","0.043","ppm","40","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/11/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/12/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/13/2018","AQS","390355002","1","0.048","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/14/2018","AQS","390355002","1","0.058","ppm","61","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/15/2018","AQS","390355002","1","0.064","ppm","80","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/16/2018","AQS","390355002","1","0.034","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/17/2018","AQS","390355002","1","0.039","ppm","36","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/18/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/19/2018","AQS","390355002","1","0.032","ppm","30","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/20/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/21/2018","AQS","390355002","1","0.044","ppm","41","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/22/2018","AQS","390355002","1","0.032","ppm","30","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/23/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/24/2018","AQS","390355002","1","0.05","ppm","46","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/25/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/26/2018","AQS","390355002","1","0.047","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/27/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/28/2018","AQS","390355002","1","0.048","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/29/2018","AQS","390355002","1","0.041","ppm","38","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/30/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"08/31/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/01/2018","AQS","390355002","1","0.051","ppm","47","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/02/2018","AQS","390355002","1","0.041","ppm","38","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/03/2018","AQS","390355002","1","0.041","ppm","38","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/04/2018","AQS","390355002","1","0.047","ppm","44","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/05/2018","AQS","390355002","1","0.052","ppm","48","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/06/2018","AQS","390355002","1","0.035","ppm","32","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/07/2018","AQS","390355002","1","0.035","ppm","32","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/08/2018","AQS","390355002","1","0.022","ppm","20","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/09/2018","AQS","390355002","1","0.027","ppm","25","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/10/2018","AQS","390355002","1","0.018","ppm","17","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/11/2018","AQS","390355002","1","0.024","ppm","22","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/12/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/13/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/14/2018","AQS","390355002","1","0.041","ppm","38","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/15/2018","AQS","390355002","1","0.027","ppm","25","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/16/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/17/2018","AQS","390355002","1","0.023","ppm","21","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/18/2018","AQS","390355002","1","0.049","ppm","45","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/19/2018","AQS","390355002","1","0.03","ppm","28","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/20/2018","AQS","390355002","1","0.046","ppm","43","Mayfield","15","88.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/21/2018","AQS","390355002","1","0.051","ppm","47","Mayfield","15","88.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/22/2018","AQS","390355002","1","0.024","ppm","22","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/23/2018","AQS","390355002","1","0.025","ppm","23","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/24/2018","AQS","390355002","1","0.021","ppm","19","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/25/2018","AQS","390355002","1","0.023","ppm","21","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/26/2018","AQS","390355002","1","0.036","ppm","33","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/27/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/28/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/29/2018","AQS","390355002","1","0.034","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"09/30/2018","AQS","390355002","1","0.042","ppm","39","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/01/2018","AQS","390355002","1","0.045","ppm","42","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/02/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/03/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/04/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/05/2018","AQS","390355002","1","0.018","ppm","17","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/06/2018","AQS","390355002","1","0.036","ppm","33","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/07/2018","AQS","390355002","1","0.017","ppm","16","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/08/2018","AQS","390355002","1","0.044","ppm","41","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/09/2018","AQS","390355002","1","0.039","ppm","36","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/10/2018","AQS","390355002","1","0.038","ppm","35","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/11/2018","AQS","390355002","1","0.026","ppm","24","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/12/2018","AQS","390355002","1","0.031","ppm","29","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/13/2018","AQS","390355002","1","0.026","ppm","24","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/14/2018","AQS","390355002","1","0.032","ppm","30","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/15/2018","AQS","390355002","1","0.03","ppm","28","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/16/2018","AQS","390355002","1","0.032","ppm","30","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/17/2018","AQS","390355002","1","0.032","ppm","30","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/18/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/19/2018","AQS","390355002","1","0.037","ppm","34","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/20/2018","AQS","390355002","1","0.033","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/21/2018","AQS","390355002","1","0.03","ppm","28","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/22/2018","AQS","390355002","1","0.025","ppm","23","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/23/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/24/2018","AQS","390355002","1","0.026","ppm","24","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/25/2018","AQS","390355002","1","0.024","ppm","22","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/26/2018","AQS","390355002","1","0.017","ppm","16","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/27/2018","AQS","390355002","1","0.021","ppm","19","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/28/2018","AQS","390355002","1","0.029","ppm","27","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/29/2018","AQS","390355002","1","0.027","ppm","25","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"10/30/2018","AQS","390355002","1","0.034","ppm","31","Mayfield","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.536942","-81.458871"
"03/01/2018","AQS","390550004","1","0.043","ppm","40","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/02/2018","AQS","390550004","1","0.044","ppm","41","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/03/2018","AQS","390550004","1","0.043","ppm","40","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/04/2018","AQS","390550004","1","0.044","ppm","41","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/05/2018","AQS","390550004","1","0.043","ppm","40","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/06/2018","AQS","390550004","1","0.036","ppm","33","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
"03/07/2018","AQS","390550004","1","0.039","ppm","36","Notre Dame","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","055","Geauga","41.515051","-81.249906"
