"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/21/2018","AQS","390350060","1","0.043","ppm","40","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/22/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/23/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/24/2018","AQS","390350060","1","0.015","ppm","14","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/25/2018","AQS","390350060","1","0.018","ppm","17","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/26/2018","AQS","390350060","1","0.033","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/27/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/28/2018","AQS","390350060","1","0.037","ppm","34","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/29/2018","AQS","390350060","1","0.032","ppm","30","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"09/30/2018","AQS","390350060","1","0.034","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/01/2018","AQS","390350060","1","0.033","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/03/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/04/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/05/2018","AQS","390350060","1","0.011","ppm","10","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/06/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/07/2018","AQS","390350060","1","0.013","ppm","12","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/08/2018","AQS","390350060","1","0.03","ppm","28","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/09/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","16","94.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/10/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/11/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/12/2018","AQS","390350060","1","0.028","ppm","26","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/13/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/14/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/15/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/16/2018","AQS","390350060","1","0.028","ppm","26","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/17/2018","AQS","390350060","1","0.03","ppm","28","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/18/2018","AQS","390350060","1","0.032","ppm","30","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/19/2018","AQS","390350060","1","0.034","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/20/2018","AQS","390350060","1","0.033","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/21/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/22/2018","AQS","390350060","1","0.022","ppm","20","GT Craig NCore","16","94.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/23/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/24/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/25/2018","AQS","390350060","1","0.017","ppm","16","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/26/2018","AQS","390350060","1","0.015","ppm","14","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/27/2018","AQS","390350060","1","0.021","ppm","19","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/28/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/29/2018","AQS","390350060","1","0.022","ppm","20","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/30/2018","AQS","390350060","1","0.031","ppm","29","GT Craig NCore","14","82.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"10/31/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/01/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/02/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/03/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/04/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/06/2018","AQS","390350060","1","0.024","ppm","22","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/07/2018","AQS","390350060","1","0.014","ppm","13","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/08/2018","AQS","390350060","1","0.018","ppm","17","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/09/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/10/2018","AQS","390350060","1","0.021","ppm","19","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/11/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/12/2018","AQS","390350060","1","0.002","ppm","2","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/13/2018","AQS","390350060","1","0.033","ppm","31","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/14/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/15/2018","AQS","390350060","1","0.014","ppm","13","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/16/2018","AQS","390350060","1","0.016","ppm","15","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/17/2018","AQS","390350060","1","0.022","ppm","20","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/18/2018","AQS","390350060","1","0.014","ppm","13","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/19/2018","AQS","390350060","1","0.016","ppm","15","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/20/2018","AQS","390350060","1","0.024","ppm","22","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/21/2018","AQS","390350060","1","0.032","ppm","30","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/22/2018","AQS","390350060","1","0.031","ppm","29","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/23/2018","AQS","390350060","1","0.019","ppm","18","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/24/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/25/2018","AQS","390350060","1","0.022","ppm","20","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/26/2018","AQS","390350060","1","0.024","ppm","22","GT Craig NCore","15","88.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/27/2018","AQS","390350060","1","0.03","ppm","28","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/28/2018","AQS","390350060","1","0.022","ppm","20","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/29/2018","AQS","390350060","1","0.012","ppm","11","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"11/30/2018","AQS","390350060","1","0.01","ppm","9","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/01/2018","AQS","390350060","1","0.019","ppm","18","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/02/2018","AQS","390350060","1","0.032","ppm","30","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/03/2018","AQS","390350060","1","0.027","ppm","25","GT Craig NCore","15","88.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/04/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/05/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/06/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/07/2018","AQS","390350060","1","0.024","ppm","22","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/08/2018","AQS","390350060","1","0.03","ppm","28","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/09/2018","AQS","390350060","1","0.02","ppm","19","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/11/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/12/2018","AQS","390350060","1","0.015","ppm","14","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/13/2018","AQS","390350060","1","0.013","ppm","12","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/14/2018","AQS","390350060","1","0.015","ppm","14","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/15/2018","AQS","390350060","1","0.017","ppm","16","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/16/2018","AQS","390350060","1","0.025","ppm","23","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/17/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/18/2018","AQS","390350060","1","0.029","ppm","27","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/19/2018","AQS","390350060","1","0.012","ppm","11","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/20/2018","AQS","390350060","1","0.015","ppm","14","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/21/2018","AQS","390350060","1","0.028","ppm","26","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/22/2018","AQS","390350060","1","0.019","ppm","18","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/23/2018","AQS","390350060","1","0.017","ppm","16","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/24/2018","AQS","390350060","1","0.024","ppm","22","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/25/2018","AQS","390350060","1","0.021","ppm","19","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/26/2018","AQS","390350060","1","0.019","ppm","18","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/27/2018","AQS","390350060","1","0.028","ppm","26","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/28/2018","AQS","390350060","1","0.021","ppm","19","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/29/2018","AQS","390350060","1","0.023","ppm","21","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"12/30/2018","AQS","390350060","1","0.026","ppm","24","GT Craig NCore","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"03/01/2018","AQS","390350064","1","0.036","ppm","33","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/02/2018","AQS","390350064","1","0.037","ppm","34","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/03/2018","AQS","390350064","1","0.04","ppm","37","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/04/2018","AQS","390350064","1","0.039","ppm","36","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/05/2018","AQS","390350064","1","0.035","ppm","32","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/06/2018","AQS","390350064","1","0.032","ppm","30","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/07/2018","AQS","390350064","1","0.034","ppm","31","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/08/2018","AQS","390350064","1","0.035","ppm","32","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/09/2018","AQS","390350064","1","0.034","ppm","31","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/10/2018","AQS","390350064","1","0.04","ppm","37","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/11/2018","AQS","390350064","1","0.043","ppm","40","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/12/2018","AQS","390350064","1","0.042","ppm","39","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/13/2018","AQS","390350064","1","0.039","ppm","36","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/14/2018","AQS","390350064","1","0.038","ppm","35","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/15/2018","AQS","390350064","1","0.042","ppm","39","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/16/2018","AQS","390350064","1","0.038","ppm","35","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/17/2018","AQS","390350064","1","0.039","ppm","36","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/18/2018","AQS","390350064","1","0.046","ppm","43","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/19/2018","AQS","390350064","1","0.043","ppm","40","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/20/2018","AQS","390350064","1","0.04","ppm","37","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/21/2018","AQS","390350064","1","0.037","ppm","34","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/22/2018","AQS","390350064","1","0.042","ppm","39","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/23/2018","AQS","390350064","1","0.038","ppm","35","Berea BOE","16","94.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/24/2018","AQS","390350064","1","0.043","ppm","40","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/25/2018","AQS","390350064","1","0.044","ppm","41","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/26/2018","AQS","390350064","1","0.049","ppm","45","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/27/2018","AQS","390350064","1","0.029","ppm","27","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/28/2018","AQS","390350064","1","0.026","ppm","24","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/29/2018","AQS","390350064","1","0.035","ppm","32","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/30/2018","AQS","390350064","1","0.04","ppm","37","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"03/31/2018","AQS","390350064","1","0.046","ppm","43","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/01/2018","AQS","390350064","1","0.045","ppm","42","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/02/2018","AQS","390350064","1","0.041","ppm","38","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/03/2018","AQS","390350064","1","0.039","ppm","36","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/04/2018","AQS","390350064","1","0.043","ppm","40","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/05/2018","AQS","390350064","1","0.043","ppm","40","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/06/2018","AQS","390350064","1","0.047","ppm","44","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/07/2018","AQS","390350064","1","0.045","ppm","42","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/08/2018","AQS","390350064","1","0.048","ppm","44","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/09/2018","AQS","390350064","1","0.044","ppm","41","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/10/2018","AQS","390350064","1","0.048","ppm","44","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/11/2018","AQS","390350064","1","0.044","ppm","41","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
"04/12/2018","AQS","390350064","1","0.055","ppm","51","Berea BOE","17","100.0000","44201","Ozone","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.361835","-81.86457"
