"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/20/2018","AQS","390350038","1","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/25/2018","AQS","390350038","1","13","ug/m3 SC","12","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/30/2018","AQS","390350038","1","41","ug/m3 SC","38","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/05/2018","AQS","390350038","1","25","ug/m3 SC","23","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/10/2018","AQS","390350038","1","29","ug/m3 SC","27","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/15/2018","AQS","390350038","1","29","ug/m3 SC","27","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/20/2018","AQS","390350038","1","12","ug/m3 SC","11","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/25/2018","AQS","390350038","1","54","ug/m3 SC","50","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/30/2018","AQS","390350038","1","64","ug/m3 SC","55","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/04/2018","AQS","390350038","1","19","ug/m3 SC","18","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/09/2018","AQS","390350038","1","32","ug/m3 SC","30","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/19/2018","AQS","390350038","1","21","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/29/2018","AQS","390350038","1","38","ug/m3 SC","35","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/04/2018","AQS","390350038","1","31","ug/m3 SC","29","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/09/2018","AQS","390350038","1","28","ug/m3 SC","26","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/14/2018","AQS","390350038","1","43","ug/m3 SC","40","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/19/2018","AQS","390350038","1","47","ug/m3 SC","44","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/24/2018","AQS","390350038","1","24","ug/m3 SC","22","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/29/2018","AQS","390350038","1","27","ug/m3 SC","25","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/03/2018","AQS","390350038","1","30","ug/m3 SC","28","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/08/2018","AQS","390350038","1","17","ug/m3 SC","16","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/18/2018","AQS","390350038","1","15","ug/m3 SC","14","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/23/2018","AQS","390350038","1","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/28/2018","AQS","390350038","1","26","ug/m3 SC","24","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/02/2018","AQS","390350038","1","13","ug/m3 SC","12","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/07/2018","AQS","390350038","1","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/12/2018","AQS","390350038","1","15","ug/m3 SC","14","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/17/2018","AQS","390350038","1","18","ug/m3 SC","17","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/22/2018","AQS","390350038","1","6","ug/m3 SC","6","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/27/2018","AQS","390350038","1","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/02/2018","AQS","390350038","1","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/07/2018","AQS","390350038","1","14","ug/m3 SC","13","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/12/2018","AQS","390350038","1","7","ug/m3 SC","6","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/17/2018","AQS","390350038","1","10","ug/m3 SC","9","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/27/2018","AQS","390350038","1","3","ug/m3 SC","3","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/01/2018","AQS","390350038","1","4","ug/m3 SC","4","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/06/2018","AQS","390350038","1","9","ug/m3 SC","8","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/11/2018","AQS","390350038","1","10","ug/m3 SC","9","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/16/2018","AQS","390350038","1","20","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/21/2018","AQS","390350038","1","14","ug/m3 SC","13","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/26/2018","AQS","390350038","1","8","ug/m3 SC","7","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/01/2018","AQS","390350038","1","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/06/2018","AQS","390350038","1","9","ug/m3 SC","8","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/11/2018","AQS","390350038","1","28","ug/m3 SC","26","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/16/2018","AQS","390350038","1","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/21/2018","AQS","390350038","1","5","ug/m3 SC","5","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/26/2018","AQS","390350038","1","27","ug/m3 SC","25","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/31/2018","AQS","390350038","1","20","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/01/2018","AQS","390350038","4","20","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/06/2018","AQS","390350038","4","15","ug/m3 SC","14","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/11/2018","AQS","390350038","4","30","ug/m3 SC","28","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/21/2018","AQS","390350038","4","27","ug/m3 SC","25","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/26/2018","AQS","390350038","4","44","ug/m3 SC","41","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/31/2018","AQS","390350038","4","45","ug/m3 SC","42","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/05/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/10/2018","AQS","390350038","4","28","ug/m3 SC","26","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/15/2018","AQS","390350038","4","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/20/2018","AQS","390350038","4","18","ug/m3 SC","17","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/25/2018","AQS","390350038","4","8","ug/m3 SC","7","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/02/2018","AQS","390350038","4","5","ug/m3 SC","5","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/07/2018","AQS","390350038","4","10","ug/m3 SC","9","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/12/2018","AQS","390350038","4","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/17/2018","AQS","390350038","4","39","ug/m3 SC","36","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/22/2018","AQS","390350038","4","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/27/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/01/2018","AQS","390350038","4","5","ug/m3 SC","5","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/06/2018","AQS","390350038","4","17","ug/m3 SC","16","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/11/2018","AQS","390350038","4","30","ug/m3 SC","28","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/16/2018","AQS","390350038","4","8","ug/m3 SC","7","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/21/2018","AQS","390350038","4","48","ug/m3 SC","44","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/26/2018","AQS","390350038","4","20","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/01/2018","AQS","390350038","4","77","ug/m3 SC","62","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/06/2018","AQS","390350038","4","24","ug/m3 SC","22","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/11/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/16/2018","AQS","390350038","4","34","ug/m3 SC","31","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/21/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/26/2018","AQS","390350038","4","41","ug/m3 SC","38","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/31/2018","AQS","390350038","4","37","ug/m3 SC","34","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/05/2018","AQS","390350038","4","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/10/2018","AQS","390350038","4","17","ug/m3 SC","16","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/15/2018","AQS","390350038","4","37","ug/m3 SC","34","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/20/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/30/2018","AQS","390350038","4","30","ug/m3 SC","28","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/05/2018","AQS","390350038","4","32","ug/m3 SC","30","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/10/2018","AQS","390350038","4","24","ug/m3 SC","22","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/15/2018","AQS","390350038","4","39","ug/m3 SC","36","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/20/2018","AQS","390350038","4","48","ug/m3 SC","44","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/30/2018","AQS","390350038","4","29","ug/m3 SC","27","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/04/2018","AQS","390350038","4","38","ug/m3 SC","35","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/09/2018","AQS","390350038","4","21","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/14/2018","AQS","390350038","4","29","ug/m3 SC","27","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/19/2018","AQS","390350038","4","20","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/24/2018","AQS","390350038","4","59","ug/m3 SC","53","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/29/2018","AQS","390350038","4","25","ug/m3 SC","23","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/03/2018","AQS","390350038","4","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/08/2018","AQS","390350038","4","15","ug/m3 SC","14","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/13/2018","AQS","390350038","4","39","ug/m3 SC","36","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/18/2018","AQS","390350038","4","23","ug/m3 SC","21","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/23/2018","AQS","390350038","4","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/28/2018","AQS","390350038","4","21","ug/m3 SC","19","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/03/2018","AQS","390350038","4","33","ug/m3 SC","31","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/08/2018","AQS","390350038","4","45","ug/m3 SC","42","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/13/2018","AQS","390350038","4","10","ug/m3 SC","9","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/18/2018","AQS","390350038","4","8","ug/m3 SC","7","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/23/2018","AQS","390350038","4","16","ug/m3 SC","15","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
